text,label
"это че за пидар, суки руки поломать.",1
один володин получает в месяц 162 милиона.я опешала когда слушала отчет комиссии. а главное за что?,0
все после замера,0
"анатолий, вы правы, с кого надо начинать, но у нас получается, что мои дети этого не делают, а это дело рук других. даже, как вы говорите родители и старшие по возрасту прогуливаются по парку, но сделать замечание мы не можем, во и получается такой бардак.",0
"пора уже не лайки ставить, а выходить как хабаровск на улицу и отстаивать свои права!",0
"суки в 90 захотели вернуться давайте, я наверстаю все что не взял в 90 погоны не давали, а сейчас я не упущу этот момент, если вы не петедумаете бузить и бунтовать, будете сидеть по своим квартирам и норам, да на рынке горшками т тазиками торговать, власть и деньги останутся у тех кто вас подбивает на беспорядки, запомните одно вы вновь окажитесь в глубокой жопе, пример перед вашими глазами, это украина, вас ждет ситуация по круче чем у соседей.",1
о бо заметка красавчик класе кответить ф а ну мы о живи по нормальному то вы блять живете здесь работаете в какого ж хрена обсираете то суки крови у вас это что ли продай хату пиндуй хляндию там все если хорошо и вкусно з ответить класс агтееп qsтаsнаv ш комментарий,1
елена муц!пошла на хуй с похуданием.,1
"сказка, да и только 👍👍👍",0
"я уж точно не советский, а свинья тебя родила, ублюдочная коммунячья ты тварь.",1
"козел, чтоб ты сдох!",1
"заинтриговал , энвер... сижу смотрю на рисунок... первый раз когда мельком посмотрела в компе, то подумала, что малыш , да, птенец. а сейчас не могу уловить... прочитала шаха и ... вижу только..... небо ! при том с облаками которые .... двигаются... как будто ветер подул...",0
"а всех русофобствующих по рашников, хохлов, окатышей - забанить и пидорнуть в ньюсач Пидорашка не палится.
",1
8oi кто производит и продает руки отрубить,1
это точно!!! легенда!!!,0
сука кто это написал,1
"куда как лучше вкладывать награбленное в экономику стран противников. такое мог сказать только враг народа. может совсем откажемся от своих денег, в пользу мировой валюты и потеряем еще один критерий самостоятельности и независимости? вся в папашу, тварь без совести и чести",1
"Хааай бойз энд зяблс энд беби бон герлз
",1
платошкина спецом подставили!!!! неужели не понятно???,0
требуется капитальная дизинфекция этой купели,0
"не налипай, сопля кацапидорская !",1
гиены подобие шакалов -существа дюже мерзкие... ...,1
"умница,скольких трудов стоят все эти достижения.",0
может плюнуть в морду и забыть в случае рецедива лягнуть копытом в ту же морду? ok.ru/profile/529152400895/album/816552818687/816981202431,1
но не приворот-это 100%.с хорошим приворотом она бы не дернулась на аборт,0
да вы со мной хотите поспорить.,0
спасибооооо!!!!!,0
"посмотрев 2 видио покормили птичек ужаснуласьмамочки радуются и смеются, как себя видут девочки это просто жесть, доброте к любви нужно учить",0
а я узнаю суки бойтесь,1
как можно преобрести?,0
"да её,похоже,специально потеряли!на вид не молодая уже.возможно проблемная!",0
"куплю радиоплаты , детали, рации., измерительную аппаратуру, видеомагнитофоны вм-12,18,27, старую советскую радиотехнику (теле, аудио, видео) в любом состоянии. цена договорная. все предложения и вопросы в личку. или по тел. 89102413512. (ватсап для фото)",0
температура для выпечки опарное безопарное дрожжевое тесто дрожжевое тесто пирожки пироги пирожки пироги чо чо бо о зо чо бо оо о о в б о мин зо зб мин мин бо мин слогное бездрожжевое пресное тесто дрожжевов тесто пирожки пироги пирожки пироги о бо чо бо бо оо оо зо о б зо чо о о мин о бо мин мин мин пирожки пироги о бо о зо слогное бездрожжевое тесто о зо зо бо мин мин,0
"такая себе, чисто раком загнуть разок",1
пиздаболы-люди!не верьте-отдадите больше чем должны-твари-наживаются на проблемах людей попавших в кабалу-как их земля носит?вот такие твари и в войну продадут родных,1
ты наверное такойже пидараз как и тот насильник и боишся закона,1
правильно говарите а астальную чуш могут писать те кто тяжелей хуя в руках не держали,1
верней идола --возьми его фотку повесь на кухне в сторону востока в угол и молись,0
маленькая.ты просто красавица.,0
"спаси ,сохрани и помилуй души наши грешные , милостливая пресвятая богородица. аминь.",0
сысочек память о тебе живёт моём в сердцеза бъется оно за двоиз я к тебе не могу прикоснуться сса обнять и тебя не смогу я со живет лишь память в оем сердце ее никому не отнять оо фендрихрад люймныш,0
машина больше не нужна?,0
ничего смешного!!!,0
очередная ебанько просто больше нет про нее слов москва портит людей просто неисправимо,1
а бляди это кто? те которые вас понарожали? понятия у вас вопще есть и зоны ума не дают,1
наглые пидорасы пошли,1
помидоры. пиво. приправы. пасту. перловка.,0
"скажите, а что заставляет пользоваться подобными мемами фекально-дендроидной архитектуры?",1
убивать мало,1
я бы тебе засадил с удовольствием большим,1
ебнутым неудачницам посвящается,1
"ольга, здравствуйте. вчера сын полустл новый заказ, а недовлажения предыдущего заказа ему не дали",0
вы очаровательная и сексуальная девушка.,0
этой рукой за хуй держится.,1
начните с депутатов- пусть покажут пример для народа,0
"дубовички,хорошенько отварите.перед жаркой.хорошо и в маринале",0
"это же раввин! уважаемый человек! радуйся, тёлка, выгодному знакомству!",0
приятно видеть. доброго и крепкого здоровья вашей дружной семье.,0
а этого дурака за яйца подвесить!,1
конченная лесби будь ты проклята!князь тьмы сатана 666 ! в течении 13 суток забирёт твоё тело! и будешь ты гореть в аду конченная хуета,1
страна ждала героев монда родила дурока,1
"в таком возрасте, все хотят тепла.",0
спасибо дорогой анатолий за теплоту твоей души.,0
а плешивую суку растрелять,1
пёс смердячий на кол суку !,1
"три топора, и куреха, такое хуй забуду!!!",1
боюсь ей это даже понравиться)) по ней видно что блять еще та.....,1
это щенки таксы,0
где огурцы помидоры салаты грибы с компотом перебор,0
пидор ты дырявый иди на хуй и не позорь проффесию.,1
"только и слышно,что надо судить, сажать,а что в итоге, народ страдает от этих тварей, ненавижу",1
как казлиха,1
да ладно! под арбузом червячки жили.вот и получился такой узор...😂,0
и что этого пидора не отпорол никто???,1
"ничего не зашифрованый,это же я,госдеп:-d :-d :-dнеузнала чёль:-d",0
все так!!,0
"б***** я, сука , горжусь своей страной и презиком!!!:d",1
"юля, эта закупка не открыта? альбом с что-то не могу найти.",0
помоложе нашёл,0
первый раз вижу такой..,0
охуевшая рожа!,1
сосатель.,1
урод конченный.вешать.таких нужно,1
"ух, как страшно!",0
сама будь счастлива!,0
"а я бы кто вышел против батьки расстреляла..., чтобы не повадно было ... долой демократию, времена бы сталина вернуть, чтобы всякое говно на рудниках работало.",1
здравствуйте у нас на рмз точно такая не родственники.,0
"Маловато этих мымр гнобят. Они на очередных выборах опять подмахнут, кому надо.
",1
сажать нахуй!а этого псевдосвидетеля вообще лет на 30!пидарасы купленные блядь!как и наше ебучее правительство!мрази!твари!чтоб вы сгнили суки зажева!,1
"девушка, вы явно белорусам предпочитаете гастербайтеров с ишаками. или совсем в хололах запутались.",1
под маминой защитой!!!!!!,0
"здравствуйте,наталья! платье р03069 размер 56, какая ширина в бедрах?",0
"как вы заебали,лайка попрошайки 👎",1
"как всмотритесь в это фото кот такой серьезной независимый стовом хозяин,а кошечка мама озабоченая, ну а котятки лапочки.вот такая семья.",0
"художник мастер! картины как живые... сразу вспоминается лето на хуторе у бабушки с дедушкой! очень точно передана атмосфера деревенской жизни ! не теперешней конечно, из воспоминаний детства , вкус парного молока,запах сена в сеновале, летний зной.....а струя молока из ведра подмечена идеально! оно так и льется из ведра, когда его переливают. браво мастеру!",0
"хороший, добрый человек! похож, на моего папу, даже родился с ним, в один день, ив один год!",0
"Пыня здесь не надолго, скоро в очередной раз полетит лобстеров кушать.
",1
по дому дел хватит,0
на 50 тысяч евро любой проживет,0
"чем нравятся клетки, сергея-каждая индивидуальна!!!клонов в другом хозяйстве не будет))) уважуха, серёнь, за твою фантазию👍👍👍",0
"правильно, нехер прощать шушеру. эта сука ещё немало крови свернёт ярославским скорачам.",1
повесить все это кодло на крещатике,1
да много ещё...,0
светлая память человеку с золотым сердцем,0
"а вы пидоры учились платно???,гандоны!!!",1
"тварь продажная.бог всё видит,долго терпит и непременно спросит за содеянное.возмездие впереди!",1
уроды. сталин расстрелял бы.,1
"ты тупой кусок говна и чмо. тебе не улыбаются, а ржут над тобой, осёл ты тупорылый)))))",1
как можно ?тварь конечная!,1
"родина ждёт героев, а п....а рожает дураков!🙈🤔",1
"Ой дурак. Представь себе жить без интернета, без телефона, без телеграфа, без какой-либо возможности узнать о том, как там дела у хохлов в соседней деревне. Люди веками рождались и умирали имея представление только о том, как устроена их деревня. И ты, выродок, сейчас утверждаешь что лучше вернуться в темные века обратно.
",1
федя ваш блядь омская сколько судеб сломала тварь людских подстилка наконец ему морду то поправили,1
"её легче убрать ,чем ещё за пластику платить. я имею ввиду с поста,где эта мадам сидит.",0
"если был бог?было,будет и есть",0
"все хорошо,только флаг бы сменили.",0
скоро на фарш будут перерабатывать... осатанели совсем...,0
"сажать? никогда! хорошо хотят и там пожить! снести все тюрьмы, как пережиток прошлого бульдозерами, а их, не знаю даже как назвать, да просто нелюди, говорят есть племя от которого они все как под копирку пошли, это рептилоиды, им только брюхо набить, да всё разворовать, вот их всех туда откуда появились и отправлять. кайло в руки и строить метрополитены: москва - нью-йорк, москва - антарктида, москва - токио и т.д. и т.п. без права выхода на поверхность и не кормить, там глины много, на всех хватит. а буйных конечно расстрелять, через повешение с посадкой на кол, чтобы спина прямее была, на красной площади в москве с приглашением всех тележурналистов и радиокомментаторов, так сказать гласно, освещая все этапы их жизненного пути.",1
"а можно клюкву чем то другим заменить? например,малина?",0
таких надо стрелять что собаку и его хозяина,1
"хабаровск,самара с вами.вспомним фильм неуловимые мстители.",0
твари он вас трогал ? уроды еба....,1
"повторюсь ,хохлы такие же ебанутые как и ты)))).",1
человеческого не осталось ничего.,0
у меня тоже такой ротвейлера был:d,0
не переизбрать. а расстрелять. а лучше вздёрнуть на фонарях. и не снимать в назидание другим.,1
как здорово елена! супер! с завершением🤗👌 не пойму почему у вас не входит завиток))),0
"Как я уже говорил, мы на автомате воспринимаем всё это как такая же пятнаха, как у нас . Вот только это мир драконов и магии, и не факт что выглядит оно всё так же. Может там комплект доспехов зачарованный и весит килограммов пять, в целом. В целом, облегчение снаряжения - это же всегда Самая Главная Магия. Не зря кевлар так выстрелил. А дворцовая служанка - тут важно понимать, это служанка или фрейлина. Фрейлина может быть из знатных и ничего тяжелее гвардейского хуйца в руках не держала. Служанка может работать на кухне, таскать дрова, вёдра воды, и в целом быть привычной к тяжелому труду, и тащить доспехи - это не самое сложное с чем она сталкивалась. Учитывая что она видела как рыцарей одевают - она скорее второе)
",0
дорогие админы я нажала компенсацию в ломоносове нечаянно и мне вместо 340000 тыс отдали только 98000 а куда делись мои остальные деньги так как баня мне их не отдала пересмотрите пожалуйста так как цифру компенсации я изначально просмотрела всё и деньги я клала в бане а не в ломоносове не игнорируйте это будет не честно,0
медаль!!!,0
умница! красавица! молодцы! счастья вам ребята!,0
бля дебил,1
полизал бы ей ноги!,1
поздравляю!!! 🎉,0
с вертухи ебануть её😃 😃 😃,1
да просто власти охуели. вот и всё. по пиздаку давно не получали.,1
"не хотел никого обидеть своими фотографиями, но, видимо, не получилось.",0
спасибо за прод. всем,0
как всегда прекрасна и мила♥,0
красивая.,0
"очень горжусь и вспоминаю, хорошее детство, уверенность в завтрашнем дне красивая, огромная страна, все дружны, да много чего!!! страшно сейчас!!!",0
☕ ☕ ✌ :-) всем привет,0
лучше трахаи её,1
"а соски...то большая дырка,то маленькая...а потом как разсосется делается вся соска огромная,( соски кипятили) бутылки сдавали на молочку...все бегом....",0
наше еремино в свердл. области,0
а где его можно усыновить?,0
здраствуйте вы еще не здали квартиру????:( :( :( :( :(,0
"Не сдетонируют, но ничего хорошего не будет. Такие штуки уже падали (хорошо, что в малонаселенный район)
",0
джона джонсу сколько раз поймали в допинг?он просто грязный ублюдок... хабиб лучший боец по всему миру,0
"а как сыграл .любить по-русски. и кем стал, уёбищем.",1
по рангу не положено трахать не генеральш,1
"о здравии: льва, татьяны, тамары, нины, сергея, георгия, максима, святослава, анастасии, дарьи, ивана, варвары, василисы, галины, тамары, натальи, зинаиды, натальи об упокоении: екатерины, андрея, василия, екатерины, сергея, василия, владимира, анатолия, тамары, арнольда, галины",0
"нищий стреляльщик сигарет в томате, твою жену и дочку ебал😂 😂 😂 😂 😂 😂",1
"вместе со своей екатериной ,петром и путиным-хуйлом !",1
я был в обмо с августа 87 до вывода,0
"так и нужно голосовать за кого-нибудь другого , а не за того, кто нихуя полезного не сделал за 20 лет
",0
"здоровья тебе, малыш! ты настоящий человек!",0
"Ну, а что, собственно, вам не нравится? Чтобы батя отказался от своего пиздюка, хоть и долбоеба, и отдал его на съедение журналистам и бомжам? Я в рот ебал таких бать, мои предки в любом кипише всегда обвиняли меня, хотя я почти всегда был жертвой. Такие родители хуевые. Нормальный отец должен наказывать долбоеба внутри семьи, а от чужих, даже в таких случаях -- защищать. Не увидел в его словах ни угроз, ни быкования.
",1
"а лучше,снести ему яйца,с ноги.",1
не жалко совсем? их бы с голыми яйцами и медведя напротив вот посмотрела бы я как их кишкотня по деревьям повисла тьфу,1
вот и бывает ===кумир! кумир !!! а на поверку==гавно !!!,1
продам горку с комодом,0
вы бумеранга не боитесь? всё под богом ходим .,0
нормально все бывает в э той жизни испытания,0
да вы правы они долбоеб ы,1
заткнись рыжая немытая пизда.,1
полная хуета,1
"в галамарте продавались разного размера. да, наверное в любом спортивном магазине есть или в ленте",0
и что...у нас в россии тоже когда то выпускался вездеход назывался тула,0
ну блин и рожи за неделю не обгадишь,1
"Ну тут такое. Обрати внимание на формулировку: просим предоставить в наш адрес информацию, необходимую для декодирования сообщений за период . Не сообщения. А ключевую информацию. То есть уже на этой фразе у меня создается впечатление, что наши доблестные ФСБшники оторваны от реальности. За прошедшие полвека столько криптоалгоритмов и криптосхем придумано, которые дают оператору сервера легальную возможность сделать лапки (ключ одноразовый на каждое сообщение, не персистится, синхронизируется хитрым способом через разделяемый секрет). Так я и не спорю, что сделано это все топорно и дальше начинается вообще какой-то цирк. Ну и в максиме - можно же ввести закон что нужно жрать говно, и тут встает вопрос о легитимности закона. Понимаю, что звучит дико, но в той же Конституции формально постулируется главенство международных норм права, тех же прав человека. Ну тут такое. Все же тут закон, который разрешает стражам порядка читать переписку отдельных лиц, которые подозреваются в чем-то, а не тупо вот буит так как я сказал, я тут главный, захочу - говно жрать заставлю . А буквально недавно в ООН приняли резолюцию о том, что та же криптозащита - неотъемлемое право человека. Так что тут сложный юридический казус в смеси с нормами морали. Про права человека вообще лучше мне не говорить. Я не знаю как к тому же ЕСПЧ относиться. С одной стороны да, все люди имеют право, что бы к ним относились как к людям. А с другой, когда я читаю очередной приговор, где, например, ЕСПЧ постановило РФ выплатить компенсацию парочке боевиков, потому что их, бедненьких, били на допросах. А перед этим боевики расстреляли милицейский (тогда еще) пост и убили несколько гражданских, в том числе забили женщину насмерть прикладами. И можно там понять милицейский пост, можно там понять мужика, который, как они считали, сотрудничал с милицией, но женщина вообще просто так получила, тупо потому что они могут. И не застрелили, а забили насмерть прикладами, они же тупо удовольствие от этого получали. И мне вот что-то совсем не жалко что вот таких вот отмудохали. И в итоге я вообще не знаю как к этому относиться, вроде бы и люди, возможно даже можно понять их мотив, но творят такую хуйню, что и людьми после этого их сложно назвать. Ок, я тебя понял, но, по твоему же цитированию вполне подпадает под в некоторых случаях также частной переписки как средство этой самой переписки. Ну, опять же, ну блочат этот телеграм не потому, что там какая-то информация опасная для государственного режима передается в огромных количествах, а тупо что бы Дурову типа насолить. Хотя, в итоге, сами себя на посмешище выставили. Кстати, ликвиднул он в итоге юр. лицо? Это же, по идеи, должно было ослабить хватку вокруг телеграма.
",1
всем добрый день ☕ ☕ ☕ ☕ ☕ ☕ ☕ :-),0
"боже.. это издевательство. правила не читаете, потом не жалуйтесь. бан на неделю. удачи хорошо посидеть.",0
"ну вот честно сдохнет эта падла не проеду мимо схожу помочится на его могилку, прости меня господи нет сил терпеть сатанинское это отродье ! вот уж действительно семя лукавого",1
ты за мир уважаю бей гадов ура,1
"расстреливать надо за гос.измену,а не сажать..",1
всем привет командиры! ok.ru/profile/464713889485/album/834168934605/907362630093,0
"В начале нулевых, выписывал журнал, что то типо наука и техника там была статья что ученые смогли вырастить зубы у мышей и собак. Типо укол в десны, подсаживают типо зародыша зуба, и вуаля, вырастает новый зуб. И вот типо через 5-10 лет стоматолог будет не нужен... ну собственно прошло почти 20 лет, я сижу в очереди на имплантацию зуба из металокерамики... так что херня все это...
",0
где зарплата за апрель пиздабол,1
"Тоже когда-то работал в такой конторке. Платят так, что бы ты не съебался. А сейчас зп 6, премия 16, аванс 22 )
",0
"золотые унего руки, дай бог ему здоровья и удачи в делах и терпения и терпения в этом году и всего самого наилучшего в новом году и успехов в новом году и здоровья вам и вашим близким и чтобы короновирус вас не беспокоило.",0
"б.я!а эта выскочка америконская, валила бы обратно в сша свое,тоже мне актриса ни рожи ни голоса!",1
лугоком есть,0
"да небуду я тебя переубеждать, если ты рождён жополизом то таким и помрёш, иди работай своим шершавым язычком, хвали всякую мразоту типа чубайса, грефа, сечина и прочих ублюдков",1
"ну не даром же принято считать,что человек произошел от обезьяны.",0
"гагик свою птицу не лечит, из леченого голубя бойца не получится. у него есть ролик где он штук двадцать слабых птенцов убрал за раз, а я в прошлом году пожалел и начал лечить , хотя не когда не лечил , и потерял больше половины птицы.",0
"и наши русские шлюхи перед вами ноги раздвигают, твари, скорнем из шлюх будем выдержать все чуждое русской нации",1
кто так делает это уже не люди.,0
"В деревне всяко проще получить.
",0
она не болтается. у меня это было во время операции. я видела свое тело и это не ересть. ..,0
"нужна зола ,а не металл",0
"убийца и жиьодер, выкинуть его нахуй",1
"Нет, смотри: Я - русский, а азеры и узбеки - черножопые. Видишь, всё можно.
",1
по вопросам звоните 89510508283,0
добрая утро ok.ru/profile/582298020116/album/839726394900/904397473044,0
навальный проститутка готовая раздвинуть ноги перед каждым встречным .............перед тем кто пообещает больше денег..................одним словом либераст и чмо законченое......................,1
с днём рождения малыш желаю всего самого наилучшего,0
"дибилка все ноги свои разлоханивает,пи......ду проветивает",1
да я сейчас понемаю кто правит страной вот такие как ты однополые питушки однополые семьи любовь.... вы прохуяченные шлюхи путинские я твою маму в жопу имел жену твою вас блядей путинские нужно сжигать!!!,1
и твоими устами хуй сосать часами,1
"скромный мужчина 47 лет, русский, без вредных привычек, без опыта в бдсм, ищу женщину от 35 лет, готовую на совместные эксперименты в этой теме. нахожусь в пос. джубга. чистоплотность и конфиденциальность гарантирую. подробности и фото, в личку.",0
почему?мы все такими будем.,0
"вам бы её пидорам, тогда бы посмотрели как вы будете улыбаться.",1
брехуны они своей зарплатой 800000 недовольны а мы нашим мизером радуемся ха-ха может махнемся,0
так ему всю башку отбили. он же дурак.,1
а я тебя шлюха ебаная оскорбляля. тебя это каким боком касается мразь,1
"вот его натуральное ебло без маски , сука и люцифер",1
идиоты ! что попало придумывают лишь бы лайки ставили !,1
"можно узнать цену, и где вы находитесь.",0
"15 ему и не меньше ?и подружку туда же, моральные уроды.",1
пусть гуляют.,0
"россии пора подниматься , хватит на печи лежать!",0
"сдохни мразь,пусть земля горит под ногами у тебя",1
"народ зачем спорить ,у каждого своё мнение ,и оскарбоять друг друга зачем ,за чужую даму ,она всю жизнь такая , физаномия ,гени и тд.....но то ,что она свое время долго руководил мвд бельгии ( генеральный коммисариат ,) и был госсекретарём , потом с большим скандалом при присвоение миллионны ,ей уволили ,через оод полтара она стала министром здоовозранение ,поработала ,после выборов в прошлом году она опять госсекретарь и возглавляет генеральный коммисариат ,туда заходит офис беженцев, вот и весь её трудавой деятельность помледные 10 лет .",0
"наташа, огромное спасибо за поздравление.",0
"Шикарный фильм, смотрел раз десять. Все мы года нибудь постучимся в небеса. Главное, что бы всё это было не зря.
",0
"пидар... слов нет. сейчас встретиться с ним в магазине, напихала бы ему всего, чтобы меньше кушал.",1
друзья ... я служил коком инструктором на корабле. тут нет классического рецепта макарон по флотски. этот рецепт пошел еще с парусного флота.. и готовятся они совершенно иначе.,0
что ж ты зюганов обнимался с путилоидом подарки принемал награды в лицо бы ему сказал бы что ты вор ты зюганов просто тихая крыса такой же вор как и твой дружок питинка,1
казнить долго и мучительно8oi 8oi,1
добрый вечер!хорошие музыки,0
давить предателей...,1
казнить урода,1
вопреки всему - я тебя люблю !,0
мразь. таких надо растреливать. или в сибирь отсылать.,1
тупоёбенькие шалала,1
в каком городе цветочки и цена.,0
"но, это не каралева кий минет.она ему дрожит худая.",1
"блять 5 лет все тихо внутри было, а тут оказывается нихуя у нас террористов развелось.))",0
урод казнить надо урода его надо повесить зато место которым насилует детей,1
"Но зачем ты его поднимаешь, пятачок? Ведь всё равно ничего не изменится, как не менялось десять тысяч тредов. Крымотред так и будет висеть в топе пораши, а ты будешь гореть.
",1
стереть её ссуку......,1
а кто группы мониторит?,0
в такой красоте хорошо првадить отпуск,0
"люблю только рассвет, закат меня тревожит",0
здоровье вам и счастья,0
это т 16,0
"в 7м мкр-не! жду сейчас звонка, если не перезвонит никто, то отпишусь вам!",0
гореть в аду тот кто сеет и распространяет эту нечесть,1
хуйло пиковые!!!!,1
политиканы хуевы !!!!,1
не правда! есть шанс подняться всем вместе и дать им пизды!!!,1
как надоело пишут правду или врут? зачем всё это писать только сплетни собирать я например верю и переживаю а это выходит враньё:( :( :(,0
сиди в фатерлянде и хрюкай на меркель.можешь на арабов-получишь в дыню!,1
"люлей пора лукашенко вешать,а под шумок и хохлам навалять",1
"уточните, из каких, трав очень много и все разные по свойствам и действию.",0
чтоб ты с ним вместе сдох тварь!!!😡👊,1
вот омские путевые рабочие как раз и загонят костыль одним ударом свинопидорасам в очко по самые гланды✌✌✌✌✌,1
а какой пидор сделал этот фейк,1
вот бы отсосать такой шикарный член,1
да это бабка карга старая я её узнал ходи и бойся сука без ноги останешься,1
уроды ублюдки,1
"поддерживаю вас во всём. а у этого маразматика крыша уже давно едет, уже не остановить.",0
это не его из колодца доставали?,0
прикольный диалог😂,0
убила бы этих выродков и их родителей.,1
не перевелись на нашей земле дуры и ведьмы сжечь на площади чтоб другим не повадно было,1
конечно здесь)),0
ссср был единственной страной на планете который на оо из собственных комплектующих производил все типы и чо самолетов мирового авиапарка включая вертолеты построил поставил и советский союз и более ооо единиц ту бч цели а это что упор на военные з ооо транспортных средств аэрофлота б аэрофлот и то что в году стал первой авиакомпанией в мире которая за год перевезла более оо млн пассажиров цели все забыли это то же военные сделано ссср с sтbе оо в ссср не выпускали ничего кроме галош да их никто не покупал и кроме как африканцы которые были должны по горячему песку ходить bв путин,0
а я нихуя не понял ну попер ставка на ник или рандом орет._.,1
эй придурок нахуй стабой общения,1
пидор зажравшиеся.,1
что то мало нахапал. все конфисковать а его повесить на площади. нет власти в стране....,1
а кто знает что у вас день рождения а родные если знают их забота,0
ну ка скажи..сука продажная..почему белорусские погранцы пропустили людей без проблем?,1
"вы вообще то ели моченые яблоки? они бродят. поэтому их забивают накрепко в бочках . а ваши крышки взлетят через пару недель. если мочить ,то в открытой таре. но бубет плесень. вот как то так.",0
"все у этих пидаров, единоросов уебищных.",1
уровень 7139 редкий гад! всем тем кто до него дойдет желаю великой удачи-а тем кто его придумал-наоборот!,1
