text,toxic
अमित शाह को कब गिरफ़्तार करेंगे? ये बताये !,1
Hahha pig🐶margaya ha ab ro  raha han bigs ki trha 😂😂,1
sir ek baar PM je se mare baat Kara do,0
Har din koi na koi pakda ja rha h black money k sath to koi minister ku ni pakda ja rha jab ki sabse jada black money unhi k pass h,1
Abe salo chutiyo chundiyo uske liye to me hu bhutni ko apni biwiyo ko chod do babo ke pass niyog karwane ko tumhare lulle me to jaan h nahi jo babao ke pass chodte ho ine krao niyog aur tum muth maro,1
Chaliye negi ji hmne bi bdi shiddat se lke kr liya.khuda khair kre ??,0
Anna hazare ka paryayewachi chutia  hai.  Ye aadmi ek failed chutiya hai. Let's stop taking him seriously,1
Vote kisi ko do jitega bjp hi EVM hai na,1
"Ye vahan ke netaon ki majboori he, theek usi tarah jaisi mumbai Maharashtra me neta ki daud dawn ke samay thi. Aisa aaj bhi harek rajya me he, katil ki nazar se bacho.",1
Ye sab aap kar chuke ho dr sahab wo bhi ek ganndey inshaan kejriwal ke saath,1
ऊटपटांग बयान देकर क्या पूरी तरह से कांग्रेस को मिटाने की कसम खा रखी है आपने क्या आपके इससे बयानों से जनता आप से नफरत करना चालू कर दिया है शायद आप इस और भी ध्यान दिया करें सिर्फ बयान देने पर ही ध्यान केंद्रित ना करें लोगों की भावना भी समझने की कोशिश करें भारत की जनता क्या सोचती है क्या चाहती है,1
67 mla bjp ke sampark mai. Kal bjp sarkar banane ja rhi manoj tiwari c.m.,0
"Koi kota koi institute kuch ni kr sakta but vo way jarur dekhaty baki mehnat k anusar phal melta hai. ""mr . A""",0
Wah beta bata diya tumne ki desh drohi ho tum...gawar jahil sale,1
"Dur hat,tofat jao molla #azam",1
Krne de rahe hai ibadat islye kar rahe ho ..shanti aman se ..smje ..,0
Ghatiya baat Choro yr moulana.....inlogo k liye aaj aise din aya,1
Cashless mudda hai to 2000 ke Naye note ki Baat samajh nahi aati,0
To manuwadi se mil jayega,0
अगर आपके पास एन्ड्रोयड हैं तो इस 2 MB की छोटी सी app से आप दिन में 500-600₹ का रिचार्ज व इससे अधिक भी कमा सकते हैं। क्लिक करें:-App #earn_free_mobile_balance__earntalktime,0
"Tum logon ko aisa lagta he bhai ki kuch action ni liyaa,,, her cheez media me ni btayi ja sakti",0
Babbar bangaya Gobar  !,0
#आजतक और #ABP News आज दुनिया के नक्शे से पाक को मिटा कर ही दम लेंगे!! 😂😆😜🤣,1
Ab ye Biharion ko chara chaur bhi kahen ge. Kia Bihari ise bar dast karen ge?,1
"Aur bhai, Aniqa ki khitte me sab thik he ki nahi.",0
1.36 lacs k candy le k jaunga bc.. aj tak jitne jama kare h,0
Ye dono k mume dedo koi. Sale chila chila k paka rahe hai,1
देखें लाइव - महाराष्ट्र के मंत्री के रूप में पद एवं गोपनीयता की शपथ ले रहे हैं दिलीप कामरे - http://t.co/eLmK8LCk04,0
"NEWS UPDATE : बीसीसीआई सचिव अनुराग ठाकुर का बयान, पाक क्रिकेट बोर्ड संबंध बहाली का इच्छुक।  + पाक क्रिकेट बोर्ड भारत के साथ क्रिकेट संबंधी फिर से बहाल करना चाहता है - अनुराग ठाकुर।  + बीसीसीआई के सचिव हैं अनुराग ठाकुर।  + बीसीसीआई के मुताबिक़ शहरयार ख़ान ने इस संबंध में हाल हीं में उनसे मुलाक़ात की है।  + पाकिस्तान क्रिकेट बोर्ड के चीफ हैं शहरयार ख़ान।  + इस मामले में अंतिम फ़ैसला विदेश मंत्रालय करेगा - अनुराग ठाकुर।",0
"Har baar inke banaye hue Jaal mein Phans jaata hai India,  Babri ho, Dadri ho, Beef ho, ya ho Love Jihaad!  Dil mein vinaash, aur Moo par Vikas,  saala Sab Satyanaash.... :(",1
देरा के लिए आपके जज्बे को सलाम  किन्तु R.B.I. में यू . पी. ए. शासन की फैलाई गंदगी को भी साफ करने की आवश्यकता है,0
Nikhil .. extra mil rha ..  Bhaav mat kha😂😂,0
"Desh Badal raha hai , Aage nikal raha hai 🎉👏👍👌",0
Hassan Champion  Teri maa aane waali hain kya bey madarchhod? Toh yahi rukunga 😄,1
Sabse gandi BJP ki sarkar,1
Saswat D. Nayak kab ? Phantom ma ? hahahaha Beta The Diplomat Magazine parha kar chal Forbes hi dekh lena tha Sir G Kal strike py chal yar BBC News hi dekh leta LOLI strikes,1
Tu apna sadak chhap logic apane pas rakh aagaya besharm jaise Indian pages pe muh uthake,1
"kayde se tum jaise beimano ko hitler hi sahi kar sakta hai,tum jaiso ko tou gas bhatti mai daal dena chahiye",1
ladka bola ki jhoot mat bolo nanaji ko piles hai,0
Suwar to sale tum jaise log lagte hai bahanchod tum sab aukaat hi kya hai sirf bhokna jante ho,1
"Abey katuao ki ammiyo ki bhosdi fatt gyi. ..khali babri masjid girayi. ..wait Kro Abhi to tazmahal, kutub minar sabka num lagega. ..uss din ka wait kr majeed tu.. ..teri ammi ki bhosdi me suar ka Lund ghusega. ..",1
Sharm karo tm log ek gaye bail ke susu pete ho os ke poja karte ho..ye kaise maa hai tm logo ke jo pore dunia me bekte hai gosht k nam pe..jahil logo agar itni taleem hasil ke hai tm logo ne tu pir oska kya faida??,1
"accha, to tu hai wo jiske paise se india ko roti mil rhi hai,,bete mujhe mat sikha, agr tm log bajaye madarso mein jane ke, kisi shi se school mein jaake pdh likh liya kro to wha zaka hazamat banane ki naubat hi na aaye, aayi baat smjh, ""Economist""",1
Rizwan Shaikh haan haan teri royal ko meri pulsar 150 kaafi hai race karneko,0
पाकिस्तानियो को पकड़ के नालियो का पानी पिला पिला के मारो।,1
Shayad 2012 ki baat kar rahe the,0
Lahor to tum logo Jo bhikh m de diya tha hmne madarchodo,1
"देश में नफरत की बीज बोने वाले दो ही (परजीवी प्रजाति) है ।  1- नेता 2- धर्म के धुरंधर  ये दोनों सुधर जाय तो, फिर भारत सोने की चिड़िया बन जाय ।",1
आम आदमी पार्टी तो ऐसे आम हो गई  जैसे भरे बाज़ार में मुन्नी बदनाम हो गई..,1
"dig vijay shingh ek jokar hein congress ka aur usse bhi badi baat ye hein ki ye khud s.i.m.i ka dalaal hein, jo ye banaras ke sheetla ghaat hamle aur batla huse encuntar ko farzi bata kar is kutte ne ye s.i.m.i aur aatankiyo ke bekhe hue biskit khakar rastrawadiyo ke jese r.s.s ,ramdev b.j.p aur anna hazare par betuke byono ko badi neechta se bhokta hein, ye kehta hein ki ye samprdayikta wadiyo ka virodh karta hein, two jo asali sampradayik hein jese s.i.m.i aur I.M ke aatankiyo ki vakalat karta hein, osaa",1
tab tum kukurs unhi ka support korta tha. aur tum montri bhi tha.,1
साबित हो गया कि फ़िल्म के सफल होने के लिये अश्लीलता और बड़े नाम वाले हीरो की आवश्यकता नही है।,0
तेल कंपनियों की ओर से यह नया साल मुबारक कहने का एक तरीका है।,0
Piyush Kumar ab bapu nu ye na kahio i20 deke ye le ava sath😂😂😂😂😂😂😂😂,0
आवश्यकता है लडके एवं लडकियो की pantjali heath care में (राज्य एवं जिले अनुसार) हेल्पर- 8500+OT+ रहना+ खाना सुपरवाइजर- 12600+OT+रहना+ खाना (अनपढ से ग्रेजुएट तक)[उ०प्र० एवं बिहार मे and other states] सम्पर्क नं०- 7991766327 ( whatsapp),0
Or ye ABP news k kutte BJP ki apni channel me news kam or MODI BHAKTI zada krte h,1
"ABP ABP jra too sharm kro BJP nhi aap ko thaika mila h btanai ka, ki BJP kab kya kraigi, Ek sujao h ABP chainal kai logo Kai leye    Pichle 3 Months ka Apna News dheko pta chal jayega ABP kar kya rha",1
"विधायकों व सांसदों की योग्ता में एक शर्त लगा दी जाय की आपके बच्चे सेना में अवश्य जायें फिर देखिये सेना के लियेे क्या क्या करते है ,सैनिकों की किस्मत चमक जायेगी |",0
1971 ki war yaad kro bjp k hijdo Indira Gandhi ne dikhaye thi 56 ki Suvo Chatterjee,1
Tumara rab mere jhat se,0
Jb a jayenge dono sath to m khud tv pe dekh lunga.... bc mc,1
Warna inke bhai log h na roj hmare Army k hatho me kutho ki mauth marthe h unse poochlenge jannath kaisa h?,1
Surya Prakash Goyat हिन्दी में बोलता हूं क्या इससे पहले साधारण जनता आराम में थी या फिर इस सरकार के जाने के बाद आराम में रहेगी।  बताओ अगर आपकी मनपसंद सरकार आज फैसला ले  की चीनी २ रुपए किलो मिलेगी तो सारी जनता खुश होगी (जनता में सभी आते हैं ) lala dhukhi hoga  क्या आपको सही में नहीं पता की उसके बाद कितना काला-धन पकड़ा गया? कितना नकली रुपए जलाये या काटे गये?  किसी पार्टी को सपोर्ट करना अछि बात है पर सही - गलत भी तो पता होना चाहिए.,0
Lekin Bihar ka take it 15 saal me bhi nahi,0
"SRH BEST BOWLING LINE UP!!!  . . 6 over 48, aasar tho dekha hi tha sayad!!!",0
Chara khake pagal hogeya he..beta mitti chor !!!,1
Abe 5+7=12 hi to hue Naksaliyo ne to 25 maar diye aur 7 jawan k penis long bhi kaat ker le gaye woh kiya hai modi ka desh bhakti haaaaa,1
Syed bhai teri baat m dm h...,0
Bharat ke neta pad tak pahuchne tak kuchh bhi bol sakte hai chahe wah kisi bhi party ka ho wo bas bate aur wade kar sakta hai,1
Yar bdi bar dekhlee mini❤️ haye beard wala khaskr n kya coordination e cool moves ka,0
"दिल्ली पहुंचे रघुवर दास, झारखंड के सीएम पद के उम्मीदवार हैं दास, पार्टी के केंद्रीय नेताओं ने बैठक के लिए बुलाया",0
Muskil Hai rajeshathan Me kuch kam hi Nahi kiya vasundra raje ne.,1
Koi allan ko kuch nhe bol raha h tm log he allah ne kam ko kharab kar rahe ho tmhara jo man hota h karte ho or bolte ho ye allan ne kiya h,0
भारत सरकार  का नमक  खाते है और इस ही गदारी करते है,1
Shkal daykh ainy  main Pahl  shkal sa hi kuta lagta ha   Bohnk  kuty bohnk  Bohnk bohnk  Bahnchd  bohnk  Mc,1
"शादी की ड्रेस पर इतना खर्च क्यों? शेरवानी , इंडोवेस्टर्न ड्रेसेस , कोट-पैंट , जोधपुरी सूट किराए पर लै। और पैसे बचाये  अब खरीदे नहीं?  किराए पर लै। पता- मैं रोड MCD पार्क के सामने , छत्तरपुर नई दिल्ली 110074 मोबाइल नंबर 8588044100                     9540067976 #sherwanionRent8588044100 #dressesonhire #ethniconhire #topsherwanis #topindianwedding #weddingshare  #Exoticceations #sherwaniofdelhi #Sherwaniworld  #Sherwaniinchatterpur #Southdelhisherwanionhire #topvrandedsherwanionhire #Jodhpurisherwanis #Indiansherwani #indowesterndressesonhire #mensSherwanicollection #Embroidedsherwanis #Arifmansoori Sherwanionrent",0
Pak walo ke muh me maruga g   niche se niklegi,1
Salo in chote chote election ko bhi chila chilla ke bade bana do salo,1
Laloo tera baap hai kya ya Tu bhi najayaj chara ghotale ki paidaish hai,1
"Juzer Hussain,, kahi aapne b to susu ki chuski to ni lga li aaj,, jo jahilo jesi bate kr rhy ho,, jhut p jhut boly ja rhy ho 😃",1
मेल खाना भी नहीं चाहिये,0
Bhai itna mehnat apnee soch sahi banane me kar lete. Modi ji desh ke PM hai. Aur tum is desh ke nagrik.,0
lal dehy lali lasay aru dhary laal langur..braj dhey danavdalan ...jai jai kapisur,0
धरती बनाई अल्ला ताला ने मगर सारा #दिमाग दे दिया #काफिरों को 😂😂😂  #इसरो 👍👍👍👍👍,0
"Sahi bole bhai.. Ranjan Rajan Gupta .. jab b desh k birodh koi karta he na ye log ajate he muh utha k support karne, award wapas karne ko.. yahi sab log hi he",1
kha li to kya ho gaya bahut se log khate hain kyun bematalab ka news banate ho,1
Hn ma to bas dikha rha tha ki cool h,0
Qamar bajway sab ne kaha hay hmaray Armi cheif ne k ...hum ne koi bhi india k fuji ka sr aLag nahi kiya .. or na hi koi or bay hurmti ki hay,0
Ye to hona hi tha....AAP ko BC band karni chayein nahi to abhi toot jaayegi party........EVM issue modi issue dengue issue na jaane ab kya....????,1
Tomary jwano ki chodon mata and didi es ko kehty hain ghus kar marna juthy modi ki taran nahi jis ka koy proof na ho ghus kar esy maro jese ham marty hain jis ko dunia dekhy hahahaha 10 thy 7 saly bhag gy,1
"भगवा कपड़ो को देखकर सबसे ज़्यादा मुँह हिन्दू ही बनाते है, की हार गया क्या जीवन से? ओर सनातन संस्कृति में भगवा वस्त्र "" राजाओ "" के वस्त्र थे । भगवा वस्त्रो की कद्र करना शुरू कर दीजिए ---- क्यो की इस्लाम का पाप का घड़ा भर चुका है, ओर आगे "" भगवामय "" भारत ही होने वाला है । जय श्री राम",0
"कुछ तो बात है मेरे देश की मिट्टी में ग़ालिब,  सरहदें कूद के आते हैं  आतंकी भी  यहाँ दफ़न होने के लिए!",0
"ये बात तू Sultan Quraishi तेरे ऊपर भी लागू होती है,या भी भेड़ चाल ही चलनी है, या फिर मोदी के विरोध में तुम लोग गोबर को भी केक बना कर खा जाओगे",1
Dear Pappu Modi uncle. Aab kdi ninda krne ka time aa gya hai.  Hathon me chudian pahan lo,1
Hindu apni maa chuda k in logo ko hi vote dega...inke sath esa hi hona chahiye,1
Hamre resqt ra modi jee say Action lany ka liy,0
"पीके' के खिलाफ प्रदर्शन तेज हुआ, गुजरात में थिएटरों में तोड़-फोड़... http://t.co/thCJOpVXDe",0
"फिलीपींस के राष्ट्रपति रोड्रिगो दुतेरते ने कहा है कि जब वह देश एक दक्षिणी शहर के मेयर थे, तब पुलिस के सामने मिसाल कायम करने के लिए उन्होंने खुद संदिग्ध अपराधियों की हत्या की थी.",0
चल ठीक है। अब चुनाव बाद ही बात होगी।,0
evm band karo desh ko barbad hony sey bachao chunao aayog,1
भारत मे रहना है ।तो यह सब सहना है ।,1
"जनता को कड़क चाय और माल्या समेत 63 को मलाई मार के ? ई न चोलबे ,साहेब 😌",1
UP congress ka king prashsnt kishor ko mili 112 seat ! congress ke chunav pracharak honge Akhilesh !!!,1
आखिर कबतक चलेगा ये सब... सेना के 45  जवान महीने भर मे शहीद हुए लेकिन किसी CM या मंत्री या PM के पास समय नही है... कोई गाय क साथ तो कोई रोड शो मे मस्त है.... ऐसे मे और क्या होगा...,1
SAHI KAHA HAI KUTTE KO GHEE HAJAM NAHI HOTA BJP KI HALAT YAHI HO RAHI HAI,1
Meri jaan tiranga hai ! Meri shaan tiranga hai,0
1Lacs fuckistani chutmulle fouji yaad h ?? aur nhi yaad to puchna abbu means tere mamu jaan se 1971 ki kaisi chudai ki thi hamare foujiyo ne tumari k bangladesh naam ka pura ek mulk paida kar diya tha hamne ab ki phir se ungali kiye to aisi chudai hogi fuckistaniyo ki k kam se kam 4-5 alag mulk to besaq paida ho jayega akhir abbu h bete ham 125 Crore hindustani tumare :p,1
Ja re bhoshri wala tum log desh batwa ke rahega apna popularity ke Liya aaj tak ye bhi pata nahi h ki cm office me rajya sambandhit kam hota h na ki azan padha jata h azan padhna h to masjid me ja na re madhar chod,1
अब  जाे  चल  पडे राह पर ताे  मंजिल पर  पहुँच कर ही दम लेंगे,0
"लाल बत्ती हटाने से देश का कितना बोझ कम होगा,? क्या लाल बत्ती हटाने से V.I.P कल्चर खत्म हो जायेगा,? अगर हटाना ही है तो -Z+ सुरक्षा हटाओ, फ्री हवाई यात्रा हटाओ, रेलवे की मुफ्त यात्रा हटाओ, संसद की कैंटीन हटाओ, सांसद,विधायकों की पेंशन हटाओ, नेताओ के आगे पीछे रहने वाले I.A.S-I.P.S हटाओ, यह सब करने से देश की जनता को लाभ हो सकता है बिना मतलब की नौटंकी से आम जनता कोई लाभ नही होने वाला है.!! अगर आप सहमत हो तो शेयर अवश्य करें,,,",1
hahhaah kya fekta hai yaar,0
चमार की औलाद है चमारो वाली ही बात करेगा कांग्रेस का समय आने दे फिर देख तू कहाँ कहाँ अपनी बचता फिरेगा,1
कोई बात नहीं है। हमारे गृहमंत्री श्री राजनाथसिंहजी कड़े शब्दों में घोर निन्दा कर देंगें और सब ठीक-ठाक हो जायेगा।,1
Bina pade likhe Des Ke raja se janta Puch rahi jabab nahi de sakte Hain and her nagri chauptt raja jai hind,1
Behan ji videsh mantri ho na ki lok kalyan mantri ..,0
"isko hamra gaw diyara bhej dijiye din bhar goytha thokegi dimag thik ho jayega, tab pagal jaisa nahi bolegi",1
chara khaa ke kaya kiya tha .. satta ka upyog ..?,1
Ise bhi Mental Asilam bhejdena chahiye.Wahan iske layak shrota bhi miljayenge aur ise jutiyanewale bhi.,1
अब चाय के बगान मे कमल भी दिखेगा,0
Modi to sher ban rahe the me ye kar dunga WO kar dunga or ab beaf ki biryani khayi thi pak me uska ehsaan sainiko ki jaan lekar utaar rahe h,1
Bache ho bache ban k rho baap bane ki koshish me to tumhri kitni saltne uzad gyi,1
Main desperate nai hu na isiliye😀,0
Magarmach ka asu ro raha hai sab karbahi ke nam par sabka fus ho jata hai,0
Ranjeet Kumar chutiye tu apna ilaaj kerwa bey sanghi suwar,1
gambhir ki dahard ami kkr,0
"नितिन गडकरी की मानहानि के मामले में अरविंद केजरीवाल ने किया जमानत लेने से इनकार, जेल भेजे गए",0
krk should be jhannu. kuch log bakwas kerne ke liye hi paida hote h,1
tariq ali apne koum ki haarkat phele dekh le. bada name kaama rhe hai. bhut ijzat kam rhe hai. modi ko tumare koi jarurt nhi hai. pata he hoga barnol lagya karo.😀😁😂,1
ये तो ऐसा हो गया जैसा dro और प्रोमटी अफसर के बीच कर दिया boi,0
bc ye media wale jute khane walo ko celebrity bna dete h aur bnane wale ko bhikhariii],1
Kapil sharma ke diwane  . . Ek ladki apni dost s ushki suhagrat k bare m puch rahi thi...  Girl 1st :- kla tera pahli bar tha na kesa lgaa???  Girl :- hmm yaad bhut accha lga but ek dikkat bhi aayi...  Girl :- vo kya.???  Girl 2nd :-yaar jab vo mere pass....see more,0
apna kam jo nikalwana hai,0
"Sangh join kr rahe ho kya Anna ji,",1
सादे कागज पर घोषणा पत्र देकर भी अब खुल सकेगा बैंक खाता। पढ़ें खबर... http://goo.gl/ULXrMl,0
Bura to nahi hai khane ki cheez hai khavo aur rab ka shukar karo,0
Sultan Baibars kedar B insano ka khon behta hai mojy bohot dukh hota hai dukh isbat ka k 2 beti or 1 beta yatem hogaye.,0
भारत सरकार पागल हो गया है। कोई एक्शन नही ले सकता,1
संसद में बोलना था पर वहां भूकम्प आ जाता था राहुलजी बोले थे,0
muze nahi pata ki modi kya kar rahe he. hume arthvavsta ya jo kuch bhi ye muze likhna bhi nahi ata. par fir bhi hum lok pichale 10 sal tak aaise logo ko pm ko zel rahe the ki vo bolte he nahi the. ye bol rahe he aur hume kuch 'ACCHA' sunai de raha he. inhine sirf 50 day mange he. to agar hum galat nahi to pure 365 days dene chahiye.,0
Samru....apni bhn ko randi bnakr ...khus nii ho kya,0
"Ukraine ki Rastra-matao, aaplogo ko prostitutes kahna, prostitutes logo ka apmaan hai.......",1
Or modi ko pm banao bhaqto,1
India ka satellite space main ja ker Tatti karay ga jo wapus Mudi kay mu per aa ker lagay gee. Daikhna.,1
Rahit bhae pahle unko delhi jit ki kusiya to bitor lene do.Koe unke ghar ki aurat bidhwa aur koe bacha aanath thode hi huwa hai.Unko kya fark padta hai. Ha unki kursi kisi bhi kimat pe nahi jani chahiye.,0
Gaurav Chaudhary....Shayad tum padhe likhe anpad ho. Kya mandir me ghanta Bhagwan ko Jagane maarte hai kya...Nahi na Yaar har Dharm apne apne anusar kuch niyam rakta hai.,0
"पहलवान नरसिंह यादव का मामला फिर उलझा, वाडा ने मामले की सुनवाई की, नरसिंह पर नाडा के फैसले को नहीं माना, 18 अगस्‍त को फिर है सुनवाई",0
Dar usko lagega jo galt hai kahan se itni nafrat late ho BJP k khilaf hr Jagah comment krte ho baki partiyan kya itna acha kr rahi hain TMC hamesha Hindu virodhi rahi hai dikhta nahi ya dekhna nahi chahte,1
Modi ji to apne bhaqt ko home dilivree kar diya tha nooton ka,1
Baaki state mein kaise EVM se jeet rahe ho woh sab saamney aa chuka hai......,0
गैमलिन नियुक्ति मामले में केजरीवाल को मिला कांग्रेस और सीपीएम का साथ। पढ़ें खबर... http://goo.gl/dD5XSI,0
Ye galat hai bhaiya kitne bachho ko dudh nahi mil pata iska virodh un logo ko karna hoga jiske photo per dudh chadhya jata hai dudh bhagwan ka hi diya hua amrit hai hame adhikar nahi use barbad karne ka,0
Madam chod kar mat bhagna kon karwa rha ye sab janty h bjp,1
mms ka pehla haq banta hai ab bahut shant reh chuke woh,0
Bank me Paise hi na daale 😊😊😊😀😀,1
मुंबई लौटे आईएसआईएस के कथित लड़ाके आरिफ मजीद को एनआईए ने गिरफ्तार किया। पढ़ें खबर... http://khabar.ndtv.com/news/india/how-i-fought-with-is-what-arif-majeed-reportedly-revealed-today-705503,0
"पोस्ट को तबाह करने से पहले पाकिस्तानी सैनिको को को जिन्दा मारो तब बात बनेगी अन्यथा पकिस्तांनी सैनिको के अहेवानीयत का खून हरामीपना करे बिना नहीं रुकेगा। लातो के भूत बातो से नहीं गोलियों से ही मानेगे। कश्मीरी पत्थरबाज ,नक्सली और पाकिस्तानी सैनिको को सिर्फ गोली की भाषा समजाओगे तभी भारत और भारतीय सुरक्षित रहेंगे।",1
Syed Moiz Gallick Gunner hum is umar mein mitthi khate honge .-.,1
Famous hone ke liye aisa mt kro smjhi na English midiam,1
Diplomacy re pura fail e govt,0
कॉंग्रेस ने 65 साल तक इन मुल्लो की गार मारी है ! जिसकी आदत इनको अभी तक है इसलिए ये मोदी विरोध कर के फ़िर से कॉंग्रेस चहते है ताकि इन मुल्लो की गार की सर्विसिंग फ़िर से चालू हो सके !!😂😂😂😂,1
"Han bhai,mujhe bhi tajjub ho raha hai.I am startled.",0
"वह मर्द नहीं जो डर जाये हालात के खुनी मंज़र से, जिस दौर में जीना मुश्किल हो उस दौर में जीना लाज़िम है.. https://www.facebook.com/iconverttoislam/videos/1262802087102082/",0
आम आदमी पार्टी मतलब अरबींद केजरीवाल और कोई कुच्छ नही,0
Mamta ko samjhao parnav ji,0
Jab un teen kutoon ki pucture lagti hai tab tum kahan pankchar bana rahe hote ho..,1
वीडियो रिपोर्ट : बदल गए कर्नाटक के शहरों के नाम  http://t.co/Yj6Mt04WKP http://t.co/Hbj2HVOcSp,0
Kanhaiya to JNU me khushiya mana Raha hai Lal salam,0
"Ek Din Islam aayega.  Insha Allah, Insha Allah",0
"आंध्र और ओडिशा को जो भी सहायता की जरूरत होगी, केंद्र सरकार मुहैया कराएगी : गृहमंत्री राजनाथ सिंह",0
Q k tmhary media jhot bolny mn mahr hn wo hr wqt jhot bolty hn,1
Nindh aata hai dimak mai.,0
Retweeted NDTV Videos (@ndtvvideos):  हमलोग : गंगा सफाई सरकार का ही जिम्मा? - http://t.co/pLT7TqeNGL,0
Vinod Urdu ya English main lekho kuch samajh main to aaye,1
"chief cook - Rajdeep your history channel, t.v 9 telegu  is not good get me some thing good .......fed up watching the repeat telecast",1
और तु कर भी क्या सकता है जब तेरी भैस खो गयी थी  तब भी तुझे  UN  मे जाना था. idiot  साला  जो देश के प्रधानमंत्री के लिए ऐसी बात कर सकता है वो कल देश के लिए भी कर सकता है.,1
Lekin sena ke sath hua barbarta ka jwab Kiya hoga,1
Army aur police dono ko ek najar se dekhna ckahiye,0
"दिल्ली के कई इलाकों में बूंदाबांदी, तपती गर्मी से फौरी राहत",0
PM talakh pe buzzy hai,1
Han Nobel prize toh bas chai bech bech k hi mil jata h,1
"Hey bhagwan, kaise neech kaam karti hai tu🙄",0
"Yasir ek baat bolu dil pe mat Lena, Teri maa ka bhosda bhosdike... Hafeez iska baap hai na bc",1
ईंट का जवाब पत्थर से  हमारी सेना दुनिया की सबसे अच्छी सेना है जय हिन्द,0
Bhaiya ek photo bhaiya ek photo. Mume lelo mera moto,0
Indian media reports k mutabiq 13 jawan patroling kur rahy thy jb BAT ne ghuss k 2 ko maar k sur kaat liye . Yahan yeh sawal bunta hai jo koi indian nehi dega k baaki 11 buzdil jawan iss doran apni geeli pents lekar kahan chup gaye thy?????😂😂😂  Chalo maan lia k pak army ne chup k attack kia hoga magar 11 fouji muqabla kurty toh Sir toh na katy jaty becharon k ..... bhartiyo jawab do 11 buzdil kahan bhag gaye thy tb????😍😅✌💕,1
"desh hindu ya muslim ki nhi hoti. desh insano ki hoti hai. pahle insan ban jao phir bolna...... apke geeta mahavarat orvi bohat hai jo hum nhi jante lekin aap hindu log jante ho kahipe vi likha hai kya Musalman ki upat attyachar karo, pahle apne dharm ko acchese jano. kisiko vi haq nhi kisivi jati y dharm ka apman karneka.......",0
Modi ji dulara prim minster ka sapna mat dekho agar jawab nahi diya to,1
Kya kre Sir hamre srkaro ne kbi politics se upr utkr action lene ka hosla dekaya hi nhi,0
56 inch seenay wala kahan chup k baith gya ab desh k jawan shaheed ho rhe hai aur Modi and party goraksha k naam pe gundagardi kr rhi hai,1
"Exit polls ko bhul jao, 24 hrs bache hain, sach samne hoga apke",0
logo ko asal me pata hi nahi hai commen civil code hai kya kyonki iska aajtak koi draft hi tyar nahi hua aur kuch be-akal log ise dharm se jod rahe hain,1
"T.M.C. k pap ka ghada Bhar Chuka h , vha par b Kamal khilega",1
Sb jhut he pakistan kisi army ke sath aisa suluk nhi kar sakta ye sb indian polititions ki gandi chal he kb smjhenge public inki bhondi chal ko jo hindu musalman ko ladana chahte hen jung to wese bhi hal nhi siway tabahi ke kch hath nhi ayega,0
Abp ka ye servey ulta sabit hoga likhlo,0
gadhe ki aulaad hai ye..,1
"Love problem solution Rk BaBa ji जब कही ना बने काम तो हमसे लो समाधान +91 7732865596 स्पेस्लिस्ट- लव मैरिज ,वशीकरण, सौतन दुस्मन छुटकारा ,पति पत्नी अनबन गृहक्लेश ,कर्जा मुक्ति ,लॉटरी नंबर , एक बार फ़ोन जरूर कर Call or whatsapp  no +91-7732865596",0
Amit shah wali bat q nhi published kya be,0
आज क्या nd tv का प्रसारण बंद है ?,0
ये श्री भी बगला भगत हैं,1
Ye to confirm he hai ....Power Gujarat me hi rahgi..,0
Iski hum kade sabdo me ninda karte hai..... Ab tak ki Sabse kamzor aur bekar goverment hai,1
hahaa...bhai ham har jagh updated rehte he,0
"फोटो गैलरी : विद्या बालन भी पहुंचीं कान्स फिल्म फेस्टिवल में, जूरी में शामिल होकर...  देखें : http://khabar.ndtv.com/photos/show/vidya-balan-makes-grand-entry-at-cannes-15188?KhabarFB=007",0
Baat diya hindu ki Raajnetik Roti sekne ke liye.  Jis Din hindaun ki ek jaati ho jayegi  Me khta hu MERA DESH 100% Badal jayega.  Pl Hindi Ekta.,1
Kashmir ko lekar niti badlo.. hath se jaa raha hai kashmir .. ankhe kholo ankh valo andho,1
Ghar me ghus ke mara tha,1
Jojo news ko jhoota bata rahe wo asal mein dar rahe hai aur kuch nahi,1
मोदी जी बहुत शर्म की बात है की भाजपा सांसद इस तरह के वाक्यो का प्रयोग करेगे किसानो के हालात केंद्र सरकार से छुपे नही है जहा गोदामो मे खाद बीज नही नहरो मे पानी नही ऐसे सांसद को बर्खास्त कर देना चाहिए जो भारत मे रहकर किसानो के लिए ऐसी सोच रखता हो,1
Hun kyu ni krda dharnA,0
acha g.........sir g ye media na pagal bana degi kisi din hum logo ko dekh lena aap,1
"दिक्कत तो लाउडस्पीकर के इस्तेमाल पर है फिर वो चाहे नवरात्रि में हो, गणेशोत्सव पर हो, अज़ान में हो, नेताओं के कार्यक्रम में हो या किसी पार्टी या अन्य किसी उत्सव पर हो। किसी एक पंथ पर निशाना लगाने के बजाए सबके द्वारा लाउडस्पीकर के इस्तेमाल पर आपत्ति उठानी चाहिए थी सोनू निगम को।",0
"मेरा देश बदल रहा है, अब भक्तों को हमारे जवानों की जानें जाने पर दुःख नहीं होता । #पुंछ #कश्मीर #2_जवान_शहीद",1
suchi h to kr do apne aap ko  surrender court tujhe riha kr degi...............,0
Beaf khaya ya goo khaya tere ko kya re gaandu hatti..... tune kya khaya woh bata...... gareebo ne aur kisano ne kya khaya bata...,1
