text,toxic,language
"पिछले 24 घंटे में 3256 नए मामले आए हैं, तो इस दौरान 29 और मरीजों की मौत हुई है.",0,hi
"अधूरे हाउसिंग प्रोजेक्ट्स को पूरा करेगी सरकार, जानें क्या है तैयारी via Home HousingProjects",0,hi
"Love the pure joy on his face when he says ""rugly"" at 0:18!",0,en
She need to clorox her crotch cause she is full of shit!,1,en
"больше всего, меня смешат высказывания и позиция адвоката михуила!",1,ru
और जब सज़ा मिलेगी तो सबसे पहले तू ही रंडी रौना करेगा,1,hi
"все вы твари учились и росли в россии, получали образование, а теперь подонки хвалитесь своими пенсиями.",1,ru
"только год назад познакомилась с турецкими сериалами, больше ничего смотреть не хочу , турецкие, только турецкие!!!",0,ru
FUCK HIS WHORE ASS SO BAD IAM,1,en
ये सांसद नही टपोरी है साला,1,hi
"Our prayers are with you may Allah protect you wherever you're, and return to your family safely. ",0,en
"No, don't die They have to kill you 100 times more Our martyr's blood will be the OIL to burn Zionists Fuck Zionism Long live Palestine URL",1,en
"Cool with it, in fact I think bi guys and girls have it the best.",0,en
"таких хозяев привезать за...., уроды",1,ru
They are brave women who are breaking through boundaries. They are destroying nothing.,0,en
"केंद्र सरकार ने लॉकडाउन के दौरान लोगों की नौकरी बचाने या नौकरी देने के लिए जो शानदार कदम उठाए हैं, उन कदमों के बारे में जानने के लिए इस ट्वीट के रिप्लाई में 'विश्वगुरु' लिखिए. आपको सरकार के उठाए कदमों की एक लंबी लिस्ट दिखने लगेगी.",1,hi
"может соседи , могут дополнительную информацию о ворах?",0,ru
"हीर खान जैसी बाजारू औरतों के खिलाफ एक ग्रुप बनाना चाहती हूं ,कौन कौन है जो इस हिन्दू बहन का साथ देगा , मुझे फॉलो करके कमेंट में राधे राधे लिखें ,सबको फॉलो बैक देकर ग्रुप में शामिल करूँगी।",1,hi
"долбоёб, его бы так и об дерево",1,ru
न्‍यूजीलैंड के ऑलराउंडर जिमी नीशम ने एक पाकिस्‍तानी फैन की बोलती बंद कर दी -,0,hi
"Please help support nonbinary / lesbian pride, add a now! URL",0,en
अब कोई भी राज्य बिना केंद्र सरकार की इजाज़त के अलग से लॉकडाउन नहीं लगा सकता. अंतर्राष्ट्रीय एयर ट्रैवल अभी भी बिना की इजाज़त के संभव नहीं. Unlock4,0,hi
Mexico will crack down on their southern border and deport these people. They have no choice,0,en
"Rampur आजम खान के परिवार पर केस का मामला, पुलिस ने कोर्ट में दालिख की चार्जशीट, बहन समेत पत्नी,बेटे पर दर्ज हैं 28 केस। TeachersDay2020 UPPolice uppinnews policemedianews",0,hi
только и могут бла бла бла одним словом пиздеть умеет каждый а что конкретно сделал этот старый пердун?,1,ru
This exactly why bey did this song. Such a powerful song. So empowering. Black energy definitely won here. Africa to the world!!!,0,en
ChennaiSuperKings के कुल 13 सदस्य कोविड-19 टेस्ट में पॉजिटिव पाए गए थे। IPL2020,0,hi
niggas don't do shit but feed me lies and I act like a believe em,1,en
It was jolly cooperation to spread Christ word!,0,en
"пока ваш мозг взвешивает и думает ,у вашей жопы рождаются мысли .",1,ru
"!как бирет пришол так и ушол,уебки.",1,ru
Rashid khan proud to be an Afghan,0,en
"बचपन में सुना था जो गरजते हैं वो बरसते नहीं, अब मालूम हो रहा है सच विकास गायब है",1,hi
I have to call the gas company about a potential leak - Jen. I love her URL,0,en
а сейчас разрешена рубка леса для бама и транссиба !,0,ru
"результаты нахрен не нужны, нужно как нам говорят массовость, т.е показуха!",1,ru
я думаю что почивший иваньков был намного честнее и порядочнее патриарха гундяева путлировского жопализа !,1,ru
этих уродов надо самих выкинуть из дома,1,ru
इसका मतलब अमिताभ की रगों में नेहरू का खून दौड़ रहा है 🤣🤣 साला परिवार है या छेदन।।,1,hi
"Facebook की दक्षिण एशिया पब्लिक पॉलिसी डायरेक्टर Ankhi Das को जान से मारने की धमकी मिली, दिल्ली पुलिस के सामने अपना बयान दर्ज कराया",0,hi
"в моем детстве сестра спасла братишку, а сама утонула.",0,ru
मुहर्रम के लिए छूट है पर गणेश उत्सव में कुछ लोग मूर्ति विसर्जन को भी जाय तो पाबंदी । तेलंगाना सरकार को शर्म आनी चाहिए।,1,hi
очень аппетитно и красиво смотрятся караваи,0,ru
Suck on those tits and proceed to titfuck you and cum on you afterwards,1,en
пиздец ебень чумазая.. сама типа на курорте в жару не соки с котелями пъёт..а кофе для работников тяжёлого труда))):(,1,ru
пенсия пришла кому- нибудь по почте?,0,ru
मुख्यमंत्री योगी आदित्यनाथ ने कोविड-19 की अभी तक कोई भी वैक्सीन उपलब्ध नहीं है। हमारे पास सबसे कारगर उपाय ज्यादा से ज्यादा लोगों की टेस्टिंग करना है।,0,hi
"люда, у меня вот столько вчера получилось из пол порции, указанных в рецепте ирины",0,ru
He went from whistle blower to traitor nearly overnight.,1,en
सेकंड फेज़ की ये परीक्षाएं 14 सितंबर से होनी हैं. परीक्षाएं ओपन बुक होंगी. यानी इनमें छात्र जवाब देते समय किताबों या नोट्स का सहारा ले सकते हैं.,0,hi
в дальнейшем - заместитель начальника управления в московском метрополитене.,0,ru
"तेलंगाना के नए सचिवालय में दिखेगी 'गंगा जमुनी तहजीब', एक साथ होंगे मंदिर, मस्जिद और चर्च -",0,hi
"अगर बच्चा पैदा करना व्यक्तिगत अधिकार है, जिस पर रोक नहीं लगाई जा सकती तो फिर उनके भूखे रहने पर सरकार जिम्मेदार कैसे है? अल्लाह की बात करते है लेकिन हिंदू मंदिरों के पैसे से हज करते है सबसे प्यारे राम हमारे जय श्री राम सर्वप्रिय योगीजी Nation With Modi मेरे राम",1,hi
अबे आंख के अंधे तेरे को नहीं दिख रहा मुसलिम के नाम पर मिरची लग गई दोगले कौम की हरामी नसल,1,hi
RT इधर रिया कंगना मीडिया वायरस पे चरस बो रही है उसके बाद आईपीएल वाले चरस बोयेंगे कोरोना गया तेल लेने वाक़ई मोदी जी आप तक़…,1,hi
да так же пидор занял место и никому не уступаешь..,1,ru
"क्या एक लड़की के लिए रेलवे को चलानी पड़ी राजधानी एक्सप्रेस? स्टोरी: रवि प्रकाश, रांची से, बीबीसी हिन्दी के लिए आवाज़: भूमिका राय",0,hi
शंघाई सहयोग संगठन (एससीओ) की एक महत्वपूर्ण बैठक में भाग लेने के लिए मास्को रवाना हो रहे रक्षा मंत्री राजनाथ सिंह चीनी समकक्ष से मुलाकात नहीं करेंगे,0,hi
"When I fuck your wife, she'll cum faster than a fat kid to a cake buffet #findom #cuck #paypig #paypet URL",1,en
"уважаемые,кто не доволен своим бюджетом...вам не кажется,что в этом не ляйсан виновата?",0,ru
NationalEducationPolicy सिर्फ पढ़ाई-लिखाई के तौर तरीकों में बदलाव लाने के लिए नहीं है बल्कि सामाजिक और आर्थिक जीवन को भी नई दिशा देने वाली है। नई शिक्षा नीति AatmaNirbharBharat के विजन को नई दिशा देगी : प्रधानमंत्री NEP2020,0,hi
"सलमान खान के BIGG BOSS 2020 में नजर आएंगे ये सितारे, सोशल मीडिया पर तेज हुई चर्चा BiggBoss14 BiggBoss2020",0,hi
лучше бы дом творчества с внешней стороны отделали-для детей.,0,ru
"दीपेश के जिस WhatsApp chat में ये पूरा सच छिपा है, उसे मुंबई पुलिस ने क्यों छिपाया? देखिए 'पूछता है भारत' अर्नब के साथ रिपब्लिक भारत पर LIVE :",0,hi
जो हिन्दू होकर कटुओं की तरफदारी करें कलंक तो वो ही है। चिकनी चुपडी बातों से रंडी भी खुश हो लेते हैं,1,hi
"этих сволочей нужно четвертовать медленно, чтобы помучались за своё зверство нелюди!",1,ru
"चीन ने सीमाओं पर मिसाइल तैनात कर दी हैं, संसद में हो चर्चा, PM दें जवाब ' : IndiaChinaFaceOff",0,hi
Secretary of State said that the will create a new international body to campaign for freedom. URL,0,en
Should have whooped those racist mayos,1,en
"только нелюди могут убивать таких ангелочков: сатанисты,дьяволы,но не чело веки с душой !",1,ru
"как россия, семимильными шагами, путями и созиданиями.",0,ru
"сабаки спасатели наверное должны уметь раскапывать да по нюху орентироваться а не по веревкам лазить, идиоты разве так можно издеваться!!",1,ru
"Why y'all be recording these racist people , just beat they ass",1,en
"I have white friends who just don't get it, but we friends tho? Ok.",0,en
"भारतीय संस्कृति में गुरु-शिष्य का संबंध अद्भुत है, अनुपम है। गुरु ही, गोविंद तक पहुंचने का माध्यम हैं। शिक्षक दिवस के पुनीत अवसर पर सभी आदरणीय गुरुजनों के श्रीचरणों में सादर नमन। गुरुदेव अपने आशीष से हम सभी को अभिसिंचित रखें, हम सभी का जीवन पथ मंगलमय करें। यही कामना है।",0,hi
"бля а ктож тогда баба,мужчинник,да блядь она ну нет больше слов",1,ru
"बिहार का मुज़फ्फरपुर ज़िला. यहां 35 बरस के एक आदमी का शव तीन दिन तक फांसी के फंदे पर लटकता रहा. जब कमरे से बदबू आई, तो उसकी बहन ने पुलिस को बुलाया. कमरे का दरवाज़ा तोड़ा गया, तब पता चला कि आदमी की मौत हो चुकी है.",0,hi
"जब हमारे देश में उच्चस्तरीय डॉक्टर्स है, पैसे वाले लोग अपना इलाज कराने विदेश क्यों भागते हैं ये तो हमारे डॉक्टर्स का अपमान है🤔",1,hi
"This makes me feel validated. I'm slowly coming to terms with my sexuality, and this was nice to read. Thank you.",0,en
"уебище, напишите нормально,вы,что не наши что-ли?",1,ru
"क्या बे कटुए कुत्ते, तू क्यों भौंक रहा है?? पोर्किस्तान के निवासी",1,hi
They were all fucked in the head and a very small minority,1,en
TaalThokKeLive: ZEE NEWS की मुहिम को मिला जनता का समर्थन IAmSushant पर ट्वीट करें LIVE-,0,hi
ये MC सुल्तानपुर में सिनेमा के टिकट ब्लैक करता था।साला जेबकतरा है तुम भी उसी बिरादरी से हो क्या।,1,hi
"I would go home alone and pay for her uber, because real men wait until marriage.",0,en
RheaChakraborty के दिल्ली वाले बैंक अकॉउंट की डिटेल निकाली गई SushantSinghRajputCase CBI,0,hi
Homeboy looks like the president of his local NAMBLA chapter,0,en
"आजम खान की पत्नी व बेटी के साथ बलात्कार होता , तव आजम खान वयान देते कि ये विपक्ष की साजिश हो सकती है तो ज्यादा वेहतर होता?",1,hi
I'm not quite done telling them what fucking gullible brainwashed idiots they obviously are yet.,1,en
!и тот и тот гнусный гомик!!,1,ru
As a Filipino we can sing and hear notes with clarity ..it's the Spanish girl who rules! Nina hermosa bravo!,0,en
юебище лесное терпеть не могу эту породу срамота тьфу,1,ru
"свинья , пидараса ты в зеркале видишь ,каждый день !",1,ru
. के अध्यक्ष पूज्य महंत श्री नृत्य गोपाल दास जी महाराज के कोरोना संक्रमित होने की सूचना प्राप्त हुई। उन्हें त्वरित चिकित्सकीय सुविधा उपलब्ध कराने हेतु मेदांता अस्पताल के डॉ. नरेश त्रेहन से वार्ता की है। प्रभु श्री राम से उनके शीघ्र स्वास्थ्य लाभ हेतु प्रार्थना है।,0,hi
Good then stay in you fucking country,1,en
I imagine 11 spuds from trainspotting... scottish maradona,0,en
" This must be humbling Rhoo, you really are a legend and we as the country are proud of you",0,en
"- id still slap a bitch if she disrespect, but ain't no wibe still URL",1,en
"а я почему то решила, что леонтьева родилась в нашем пригороде.",0,ru
"Be careful your own bitch will fuck her neighbor while your at her house waiting for her, fuck you talmbout",1,en
"जब से ने चीन के राजदूत से मुलाक़ात की है तभी से चीन में उइगर मुस्लिमों पर अत्याचार बढ़ा है... मूस्लिमो की अपनी पार्टी होकर भी ने इस अत्याचार के खिलाफ कोई आवाज नही उठायी है, इस दुष्टता का बदला मुस्लिम भाइयों को 2019 में कांग्रेस से लेना ही चाहिए 😛",1,hi
"शिक्षक दिवस पर मेरठ की टीचर को मिलेगा राज्य पुरस्कार, प्राइमरी स्कूल की बदली दशा और दिशा TeachersDay Meerut",0,hi
блядство пилять блять... слов неть у мну других #u7680e233d2s#,1,ru
"i hate the females in this generation , seriously.",1,en
my bisexual heart,0,en
мишустин что ты творишь народ скоро попрет на вас войной,0,ru
TheCinemaShow ‘फौदा’ के राइटर की ‘तेहरान’ का ट्रेलर आया ‘दी बैटमैन’ रॉबर्ट पैटिन्सन कोविड पॉजिटिव ‘दी लंचबॉक्स’ की स्क्रीनिंग पर अमेरिकी दर्शकों का इरफ़ान को सम्मान कंगना ने मुंबई को POK बताया तो बॉलीवुड ने मज़बूत जवाब दिया,0,hi
"नवलनी को मिलिटरी ग्रेड का एक नर्व एजेंट दिया गया है. एक ख़ास तरह का नर्व एजेंट, जिसका नाम है- नोविचोक. रशियन भाषा में नोविचोक का मतलब होता है, न्यू Guy. नया आदमी. सोचिए, तड़पाकर मारने वाले एक ज़हरीले रसायन का नाम नया आदमी है.",0,hi
"это не быдло, быдло ...это истинные преступники, которых затрахает потом совесть до смерти!",1,ru
Brian Kemp: Reverse State Agency's Hijab Ban - Sign the Petition! URL via,0,en
"महाभारत युग में पांडवों ने बिहार के इस जगह बनाया था सुरंग, आज वहां स्थानीय लोग करते हैं खेती Mahabharat Bihar",0,hi
गोडसे सावरकर मैं समलैंगिक संबंध थीं उसके वेशभूषा में आए हो कहीं समलैंगिक तो नहीं हो,1,hi
"на фб глянула , она скрывает фото , но прочла комменты под экраном профиля с красными шариками",0,ru
идиоты ебаные не знают с кого брать....,1,ru
"пидоры они одним словом,и президент наш тоже пидор",1,ru
लोक जनशक्ति पार्टी की बैठक में फैसला हुआ है कि 143 विधानसभा सीटों पर उम्मीदवारों का ऐलान किया जाएगा और जल्द से जल्द लिस्ट सेंट्रल पार्ल्यामेंट्री बोर्ड को भेजी जाएगी। चुनाव में गठबंधन से संबंधित फैसले पार्टी प्रमुख करेंगे। BiharElections2020,0,hi
The US women's team is an inspiration for little girls everywhere! So proud!,0,en
"да и фото, видно, только часть улова, остальное определили уже, куда следует.",0,ru
मतलब युवा दलाली करते है लेकिन किसकी? वो तो खुद रोटी के लिए संघर्ष कर रहे है सर,1,hi
Come on SATIN pluck these idiot's from America TRUMP2020,1,en
тварь тараканья --- пошел иии на хуй !,1,ru
"एक नचनिया के अवैध निर्माण पर कार्रवाई से बीजेपी, दलाल मिडिया, संघियो,में भगदड़ मच गई सोचो अडानी और अंबानी बेचीं गई सम्पति की जांच हो जाये तो क्या हाल होगा।",1,hi
"ты будешь сильно разочарована и очень скоро...и кстати, глянь в зеркало.",0,ru
"BREAKING | दीपेश सांवत को मुंबई के स्थानीय कोर्ट ले जाया जा रहा है, देखिए रिपब्लिक भारत पर LIVE : YouTube live TV:",0,hi
урод!8oi дай бог мальчику скорейшего выздоровления!,1,ru
Can I add to the beauty of the whiteness.!!!,0,en
это право если нет своей души чужую не понять,0,ru
вот вам сучарам стыдно должно быть!!!,1,ru
These heathens are a cancer on the entire world!,1,en
Bitches find an illiterate man with anger issues & a gun & call him a hood nigga lmao URL,1,en
Aither deserves to be recognized for the LGBT woman she is.,0,en
да разве можно тебя забыть доцентты наш родной!,0,ru
ты сука самый основной вор в россии.,1,ru
ты даже не знаешь когда масло пальмовое стали завозить .,0,ru
अवतारवाद इस्लाम है इसलिए उनके गुर्गे राम कृष्ण मन्दिर पर जोर दे रहे है जबकि हिन्दू शिव शक्ति के रूप में माता पिता को पूजता है।काशीविश्वनाथ पर आज तक rss चुप क्यों है? शिव शक्ति का कोई कार्यक्रम rss क्यों नहीं करता? प्राचीन तो शिव मन्दिर है न ओर अयोध्या में भी शिवलिंग मिला,1,hi
"I listened, still doesn't justify it. Nothing justifies racism",0,en
महाराष्ट्र में क्या हो रहा है ये तो मुझे नही पता पर हां ये जरूर पता है वहां अब हिंदुत्व खतरे में है शिवसेना और उद्धव ठाकरे ने हिंदुत्व से समझौता कर लिया है। भगवान उद्धव को सद्बुद्धि प्रदान करे,1,hi
что можно подумать о пидора..ах; что они пидора..ы.,1,ru
"сейчас фаны, сброд алкоголиков и долбоебов.",1,ru
меня интересует цена вот таких ворот и балкон.,0,ru
Muslims think they're going to take over the world !,1,en
ये टट्टू का पठ्ठा हैं कमीना 😡😡😡😡,1,hi
The only people that should talk about color are the artists that try to capture each of their perfect beauty! URL,0,en
I wish the rioters would burn the clinic down,1,en
We learn a lot when we have to survive terrible times - I believe we can also learn a lot when we love learning....,0,en
What be goin thru u dumb ass niggas heads huh?,1,en
जितने भी छोटे दुकानदार है उन से पूछिए आपकी जिंदगी बिना मोबाइल के कटेगी बिक्री और ग्राहक है नहीं फिर दिन काटने के लिए मोबाइल ही सहारा बचती है मेरी कारोबार सेना से जुडी है सेना में उसी की कारोबार चलती है जो सेना की दलाली करती है कमीशन देती है मेरे कारोबार कहां चलेगी,1,hi
Power to the people! She is authentic in her fight for social justice.,0,en
"с вилки такого маленького ребенка не кормят, мамочка!",0,ru
RT साहेब ने देश के लिए चाय का खोखा छोड़ दिया था... तुम लोग नौकरी नहीं छोड़ सकते!,1,hi
No I got mad because you're a stupid fucking faggot,1,en
и везде вас отпиздила армянская диаспора.,1,ru
"A re "" homosexuality is a disease"" yes, we will never let this go URL",1,en
"Yes, I know. It's nice having people who don't scream slurs at you all the time for being LGBT or Jewish.",0,en
" We're here, we're queer, we're all in the same room",0,en
"उत्तर प्रदेश के मुजफ्फरनगर में 20 वर्षीय युवक की गला घोंटकर हत्या कर दी गई , पुलिस ने इस मामले में 2 लोगों को किया गिरफ्तार UttarPradesh",0,hi
"169 दिनों बाद चल पड़े दिल्ली मेट्रो के थमे पहिए, यात्रियों के चेहरों पर दिखी रौनक- DelhiMetro",0,hi
"आपराधिक घटनाओं को अंजाम देने के लिए भाड़े पर हथियार देने वाले गिरोह का पर्दाफाश, पुलिस ने कई सप्लायरों को दबोचा ABPBihar",0,hi
"ну и шуточки у папаши,аж жутковато от такой фантазии,можно было и помягче,поласковее чтоли",0,ru
и ты ещё сучка с хойницкой трассы сюда лезешь ?,1,ru
BCCI बड़ी मुसीबत में फंस गई है HindiNews,0,hi
कहासुनी: रिया चक्रवर्ती के वकील ने कहा है कि वो गिरफ़्तारी के लिए तैयार हैं क्योंकि उनके ख़िलाफ़ 'फ़र्ज़ी अभियान चलाकर उन्हें बेवजह निशाना बनाया जा रहा है.' आप इस बारे में क्या सोचते हैं?,0,hi
"कहाँ चले ये सोच के परेशान है की सड़क पे चलना ठीक है या साईड में आज भगवान इसके साथ था... जबकि इसको तो साइड में कच्चे रास्ते पर चलना था वैसे... मुझे तो लगता है गलत साईड चलना ठीक है , सामने से आने वाले वाहन दिखते रहेंगे बाकी... तो है ही कि , जाको राखे सांइया मार सके न कोय 🙏🏻🙏🏻",1,hi
останьтесь дома не выходите на митинги не поддерживайте пендосов.,1,ru
"воспитателями были наши учителя, повара их школьной столовой.",0,ru
если такой умный-почему еще на диване.или с него все отчетливо видно?,0,ru
никогда это время не настанет 🤣 как промывали кости сплетники-так и будут промывать дальше😝,0,ru
इस हरामी की सदस्यता रद्द की जाए ... कल के कल .. वरना ऐसे कमीने बहोत है ... SanjaySingh,1,hi
"долбоебы.. президента ругаете, а выплат ждете",1,ru
लव-जेहाद के मामलों पर कब लगेगी लगाम? उत्तर प्रदेश के प्रयागराज में एक और मामला आया सामने LoveJihad,0,hi
"पूर्व अंतरराष्ट्रीय खिलाड़ी, मंत्रिमंडल में मेरे सहयोगी, श्री चेतन चौहान जी के असामयिक निधन का व्यथित कर देने वाला समाचार प्राप्त हुआ। प्रभु श्री राम, श्री चौहान जी के परिजनों को इस अपार दुःख को सहने की शक्ति एवं दिवंगत आत्मा को अपने श्री चरणों में स्थान प्रदान करें। ॐ शांति",0,hi
"мот под стант стоит собрать не мало,ну и научится)))",0,ru
ऐसे दल्ले बॉलीवुड को बदनाम कर रहे हैं जिनकी बॉलीवुड में कोई हैसियत नहीं एक भी फिल्म उसकी हिट नहीं दो-चार छिनरा छिनरी दो चार भरुआ मिलकर बॉलीवुड को बदनाम कर रहे हैं दल्ले पहचान बनाने के लिए काम करने की जरूरत पड़ती है दलाली नहीं काम करेगा तो बेटा नाम होगा नहीं तो जूते पड़ेंगे,1,hi
в каждом времени свои спартаки и ленины,0,ru
"присмотритесь и послушайте встретили свою любовь всей жизни, а как это случилось?, и т. д.",0,ru
RT ilovegoodsthingx Lady Gaga,0,en
"Request to Pakistani and Indian cricket fans in eng, Go to the final and support this great game that brings us all together",0,en
"кто к нам с мечом придёт,тот долбаёб честное слово😂",1,ru
"किसान,मजदूर कभी गुलामी नही करते कुत्ते, गुलामी तो तेरे चमचे करते,जो नही करते उन्हें तू बाहर निकाल देता,कमीने,गद्दार गुस्सा बहुत है,तेरी कमीनी हरकतों पर मुझे दल्ले, हर हर महादेव",1,hi
"какой автоприцел,ручками нацелился и ебнул и откатился если что",1,ru
"так танцуй,это тебе не у жанны жопу лизать",1,ru
тел для справок: 8-9236927706 или стационарный в рабочее время 24-177,0,ru
I am a white man's whore,1,en
These ugly skanks believe there own lies,1,en
"दोस्तो सब लोग एकजुट होकर एक साथ खड़े हो चाहे वो जिस भी चीज का भी पढ़ाई कर रहा हो ,क्योंकि ये सरकार हम युवा छात्रों बेरोजगारों की कुछ नहीं सुन रही और नहीं सुनेगी।",1,hi
#fairelections #fuckjoebiden #fuckzuckerberg #freespeech #loveusa #saveamerica #maga,1,en
"Exclusive: केंद्र ने मध्यप्रदेश से कहा- लॉकडाउन में बंटा चावल इंसान के लायक नहीं, जानवरों को खिलाएं",0,hi
देश के गद्दारों का दिमाग पूरी तरह से सड़ चुका है उन्हें गाली देने की अपेक्षा अपना मूड खराब करने की अपेक्षा सीधे ब्लॉक मार दो कुत्ते की पूंछ से भी बदतर है कभी नहीं सुधरने वाले 💔😢,1,hi
You have officially ruined my Saturday by being a worthless piece of trash.,1,en
विकास गायब नहीं है तेजी से भागने का प्रयास किया विकास का एनकाउन्टर हो गया हैविकास गायब है,1,hi
cant fuck w no nigga who easy to give his dick to the next bitch thats ghetto and dirty.,1,en
"парикмахер универсал, покраска/коррекция бровей, прически/укладки на любое торжество, плетение кос любой сложности.",0,ru
Females that are lustful and sexually degenerate are the ugliest of women.,1,en
RT उमर खालिद पर तो UAPA लगा दिया! कपिल मिश्रा को शांति का नोबल पुरस्कार कब मिलेगा? 🤔,1,hi
"ты дура долбаная, с начала думай если есть чем ,а потом пиши.",1,ru
15 लाख से अधिक लोगों ने लिया कोविड-19 स्पेशल बीमा सुरक्षा कवच: इरडा प्रमुख via Coronavirus HealthInsurance Covid19,0,hi
प्रतिसत सत्य कथन हिंदू समाज की धार्मिक भावनाओं से खिलवाड़ किया जा रहा सूअर की कोम देशद्रोही हैं,1,hi
"thats not what OP asked, though. OP asked why you think we arent Christians - regardless of salvation.",0,en
"RT इंदिरा गांधी जी और राजीव गांधी जी ने देश के लिए अपना खून बहाया, कफन और स्टेशन बेचने वाले कुछ पाकेटमार कहते हैं…",1,hi
कायरता का तेल चढ़ा है लाचारी की बाती पर हर सूअर नंगा नाच रहा है अब हिन्दू की छाती पर जी करता है फूल चढ़ा दूं लोकतंत्र की अर्थी पर हिन्दू ही शरणार्थी हो गए हैं अपनी धरती पर,1,hi
"I think that could be said of anybody, regardless of sexual orientation.",0,en
"आ गया दल्ला मुल्लों की दलाली करने, अरे जो अल्लाह हो अकबर कह कर मन्दिर तोड़ रहे थे वो ""मुसलमान नहीं थे""। सूअर तू कह रहा हैं कि मस्ज़िद पर हिंदू हमला कर रहा है। थू थू...",1,hi
"ушак, ишак ну как тебя ещё земля носит , придурок на всю больную голову",1,ru
освещают политологи.а в группе каждый имеет право высказать только свое мнение.,0,ru
Look at all of the retards in the comments shitting on Meta and Zuckerburg.,1,en
"красиво:жизнь состоит в дарении.от немногих-многим.от тех,кто знает и имеет,-тем,кто не знает и не имеет",0,ru
We can't stop thinking about this amazing LGBTQ+ representation in ! URL URL,0,en
सुशांत सिंह राजपूत के केस में हर रोज़ एक नया खुलास होता है और एक नया बयान सामने आता है। SushanthSinghRajput SushantSinghRajputCase,0,hi
ебанутые.... пиздец.. сколько не адекватных людей на планете... (md),1,ru
Alhamdulillah for another blessed day,0,en
"скажите пожалуйста, в какую цену будет стоить эта красота в российских рублях?",0,ru
"आसान भाषा में; “अगर मैं फंसा तो भाई तू अपना देख लियो.” थोड़ा समझदारों की भाषा में, आपके कृत्य से अगर किसी कानूनी झमेले में फंसा तो वो आपका कंटेंट उड़ा देगा, आपके अकाउंट पर रोक लगा देगा.",0,hi
I was raised in a family where women made it happen .... with or without a man .,0,en
"согласитесь, никакие яхты и дворцы не способны придать привлекательности и благородства этой братии - ни дать-ни взять - романтики с большой дороги.",0,ru
जीडीपी आज गिरी है कल खड़ी हो जाएगी-इसका यह मतलब नही कि देश को देश बेचने वालों के हवाले कर दे मोदी जिंदाबाद था है रहेगा,1,hi
лукашенко и его холуи трусливые шизоидные пидарасы.,1,ru
вот такие долбоёбы и управляют страной,1,ru
Brown people do the same shit at their country would be labelled as scum polluting their streets,1,en
अरुणाचल प्रदेश के कांग्रेस विधायक निनोंग एरिंग ने ट्वीट किया है कि चीन की पीपुल्स लिबरेशन आर्मी ने अरुणाचल के अपर सुबनसिरी जिले से पांच लोगों का कथित तौर पर अपहरण कर लिया है. कुछ महीने पहले भी ऐसी ही घटना हुई थी.,0,hi
"Late to the party, but I'm a bisexual Catholic. Still not out to my family, but I've slowly accepted this part of me!",0,en
"दीपेश और मिरांडा के खुलासे के बाद रिया की बढ़ी मुश्किलें, डिलीट हुई व्हाट्सएप चैट पर NCB की नजर",0,hi
"воровская с целью наживы в свой карман, зачем им о народе то, печься?",0,ru
"दिल्ली में जो सूअर मंदिर में घुस कर देवी देवता को तोड़ दिया ,उसपर क्या action लोगे। वहाँ से एक 17 साल का हिन्दू लड़का को भी मुल्लो ने अपहरण किया है। लेकिन तुम झारखण्ड वाले चोर को न्याय दिलवाना ।",1,hi
правят жиды и пидорасы.а долбоебы подпевают.,1,ru
"भारतीय सेना ने उखाड़ फेंके चीन के जासूसी उपकरण, चुशूल के ब्लैक टॉप की कहानी PangongLake IndiaChinaFaceOff",0,hi
"пусть он предатель , но сколько людей спас от гибели.",0,ru
"не факт что так будет,а этот гандон какого хуя землю нашу раздает,дарит арабам и т.д",1,ru
WHO GIVES A FUCK....THESE SHITHEADS NEED TO BE TORTURED!,1,en
Tall guys love em cos they love us back. And most times...we give the energy we get.  URL,0,en
रक्षा मंत्री राजनाथ सिंह तीन दिवसीय रूस की यात्रा के लिए आज प्रस्‍थान करेंगे। रक्षा मंत्री रूस के रक्षामंत्री जनरल सरगेई शोइगु के निमंत्रण पर मॉस्‍को जा रहे है जहां वे संगठित सुरक्षा संघीय संगठन सीएसटीओ और सीआईएस देशों की संयुक्‍त बैठक में भी हि‍स्‍सा लेंगे। फाइल फोटो,0,hi
"про международный женский день 8 марта, а по старому 23 февраля отмечают только в 2ух странах в китае и россии.",0,ru
чьмо ебаная ты спортом когда нибудь занемался,1,ru
"If you squint, it looks like a fat guy bending over showing his Trump anus.",1,en
ты про кого все пишешь еблан,1,ru
"लद्दाख : जिस चोटी पर चीन के कब्ज़े की कोशिश भारतीय सेना ने कर दी नाकाम, कितनी अहम है वह चोटी",0,hi
This is so cute. Happy pride month everybody. today is my official coming out of the closet as bi!,0,en
"есть проблема, когда долго работает пропадает звук, выкл и вкл работает опять, сумма ремонта составит 25 руб.",0,ru
इस सूअर को जल्दी हूरों के पास भेज दो,1,hi
"только так, этим пидарасам и нужно показывать!!",1,ru
जब पूरी मीडिया चोर और बदमाश मुल्लों के लिए छाती पीटती है तब तब यही क्यो नही कहता बड़ा माहौल का खयाल है तो एक बार जो सुअर मन्दिर में तोड़फोड़ कर रहे थे उनसे तो कुछ नही पूछ पा रहा है अब जब प्रशासन घुस रहा है तो फट गई,1,hi
"проголосовали за лебедя а он голоса отдад ебнутому,вот и вся правда.",1,ru
मोदीजी ने Economy बर्बाद की है तो कुछ सोच समझकर ही कि होगी,1,hi
