text,label
цитаты все смешней и смешней. 😂😂😂,0
мусорня ебучая,1
"я приобрела семена у владимира ивановича в 2019 году. нынче они меня очень порадовали! на них нет фитофторы, этой зелёной шапочки. а остальные помидоры болеют фитофтофторой. спасибо, владимир иванович, за ваш труд! здоровья вам и вашей супруге!!! помидоры вашей селекции очень вкусные",0
пидоры они все....,1
"66-72 миллиона лет назад это произошло. так что точность до 6 миллионов лет.
",0
"пользуюсь всегда, хотя есть и электро",0
наматать бы на хер питарду и продать как он будет карячится мразь,1
"приходят все желающие со справками. контроль строгий, только здоровые дети.",0
"добрый день, у кого есть щеночки йорка или мини йорка?",0
"да мне как то эта рожа толстомясая до одного места,пусть эта крыса пищит,убрал свои фотки жирнючая погань,сидит чмошник тявкае на всех как шакал из под лавки,жополиз хозяйский бобрик-долбоёбрик.не обращайте на эту свиноматку внимания,она думает,что своими тупыми коментами,что то из себя представляет,я гнилые овощи просто выбрасываю,а оно из породы гнили,вот так.",1
"а тебе нравятся такие мальчики, пидарасня?",1
этто звиздец господа ебари,1
"ну херли сейчас об этом говорить? ссср- не вернуть, при нынешних кремлёвских пидоров! это как зубную пасту, обратно загонять в тюбик☝!",1
только лазарет,0
пусть даст по капле и здохнет скорее,1
папа твой опущенный. нахрена он такую дуру на белый свет произвёл.,1
надо помочь .!,0
мочить козлов сразу надо было!!!!!!!,1
спасибо огромное добрые люди просто нет слов,0
"😊рамиль, ну почему же? лично мой муж ( ему сейчас 38 полных лет) с этой аксиомой давно согласился.👅🎈🎂🍷",0
обязательно будем так делать :),0
да заебали вы со своей лолитой пусть сосет у ишака !,1
"Просто поймал себя на мысли, что смотрю говноконтент, созданный исключительно с целью выцыганивания донатов на хайпе. А халя не в моём вкусе, в ней нет ничего женственного.",1
ох и ебальники у них блять . натуральные жиды . так и хочется им хуй в рот дать .,1
ебать тупое. по ходу в дуркаине совсем пиздец с мозгами. проскакали всё и кастрюлями отбили:-d﻿,1
ммм!) хочу отлизать!),1
присоеденяюсь к вам на нас надвигается страшное папа ебет дочку сын маму а тот который трахает незамужних молодых девок покойных на тот свет они не должны уходить целомудренными у еврев так а митрофанов депутат бывший говорил ну и что сдесь такого если поимели меня это страшно,1
"этот молот , засунуть им бы в очко!!!!!!!!!",1
"не стыдно. а тебе не стыдно было, когда твою страну обсирали все, кто хотел. тебе не было стыдно, когда при ебне народ выживал, сука, либерасты.",1
"Мне одному не интересны петушиные бои?
",1
хорошо точит сырок. кошмар. ужас. экономят на санпедстанции. твари..,1
работаем на доставку,0
"вот урод ещё один теперь китай.все рожи свои прячете.посмотрели бы на тебя чморить,хотя кому ты нахрен нужен",1
"поплясали,осудили разошлись.",0
"осьминог ,,хуйголова",1
привет судя по его званию он или провокатор или долбоеб*,1
наши за углом лошадь доедают.....,0
"За задницу космоморячка обычно эльдароподобное нёх имени батьки Слаанешь трогает.
",1
"этот похож, спасибо.",0
"лада лох купи ладу лох,почувствуй себя л.....",1
лебилыыыыыыыыы. не ужели есть еще и такие ?молодежь ...деградация --------------------------убила бы--мозгов вовсе нет ....и кто выставил....такой же ...идиот и тварь.... вас сажать надо . садисты,1
на все ваши вопросы есть ответы и не витееватые. долго отвечать. послушайте лекции осипова. почитайте духовной литературы. у вас простые вопросы.,0
когда же ! ты мразь сдохнешь?,1
"нет ,не имеет , он с третьего раза должен был тебя (суч+у) прибить !",1
"какие люди есть ,не благодарные и забывчивые. вспомните,что было до него. а сейчас все герои,гадости писать.🤔🤔🤔",0
ищу моделей 💅! набиваю руку и скорость поэтому цена чисто за материал(весь дорогой и качественный)! маникюр со спа процедурами - 200руб; шеллак или лакгель с маникюром - 300руб; коррекция плюс маникюр - 400 руб; наращивания с маникюром - 500 руб! а также: коррекция + окрашивание бровей -200р; удаление не нужных волосков на лице (воском ) одна зона -100р!,0
звоните по номеру 89243730280,0
мне бы водки баб речушку да деревеньку я бы оо пил потихоньку помаленьк ебал,1
ииии нега,0
"вот и август. прощание с летом... покрывалом туман над рекой. идёт осень за августом следом, примеряет наряд золотой. снова август. понурые листья. и зарницам теперь не пылать, но всевышним готовятся кисти, чтоб людей на земле удивлять. август. август. немного осталось мне на звёзды смотреть и мечтать. в грешную душу осень закралась, и не в силах её я прогнать. вот и август. прощание с летом... покрывалом туман над рекой. идёт осень за августом следом, примеряет наряд золотой. людмила адерихина",0
урода надо казнить публично,1
ни каких справок не давай!..✌,0
"вот так нужно всей страной,всем вместе.тогда меньше будет таких уродов.",1
ебать не кому,1
"ну да...у овец глаза,как и у козы по бокам......",0
"проебалт, да не скули ты так! :d :d :d нищеброд из недостраны!",1
тут деф есть http://prntscr.com/tuw4mr,0
её надо отпиздошить,1
не все понимают. а истина всегда проста!!!,0
классный член. жаль что в москва. для мжм нужен был такой партнер,0
вот он блядьгде коронавирус!!!,1
"Какие блять передергивания? Ты дебил блять зашел на шок-доску и удивляешься что над тобой издеваются. Тут нет твоих друзей, рачье тупорылое, тут тебя все ненавидят. Как же печет от таких необучаемых ебланов. Ты ковбой, твою жену ебут где-то нахуй, а дети гибнут на Украине. Понял, быдло ты ебаное?
",1
мои цифры 89145977268,0
"чистое небо над головой благодаря сталину и брежневу, их достижениями до сих пор пользуемся, а благодаря тому кого вы в ранг божества возвеличили мы все давно проданы в рабство и ходим с голой жопой...",0
у нас на челюскинцев вчера были.,0
"А у меня кандидатка завалилась на электрохромизме, не могут эти твари выдержать без разрушения больше 500 электрохимических циклов без разрушения тонких плёнок( Хотя чему я удивляюсь работы по электрохромизму идут с середины 70-х, а прикладных результатов до сих пор никто толком не выкатил.
",1
"Может она просто твой номер дала хачам?
",1
рыло ей набить...фригидка,1
гандон соси хуй у путина и у всей его единопидороссии черт ебаный. молишся на этих пидоров. т как ты сам пидр.,1
ld зеленое верните! все же ментол был.как раз от вируса😊,0
боже ж ты мой да кто ж этот урод что ребенка так трепит .и где мамаша находится что позволяет такое .да их самих нужно скотов на одну ногу стать а другую выдернуть уродам еще и снимают такое судить за издевательство над младенцем этих уродов нужно .уэтого придурка на роже написано дебил,1
казел бородатый,1
хочу такой член,1
что пидарасы. хотите чтоб такая вас трахнула. хотите гавно потрабовать,1
ну вот ты и спалился пидорас. я и не сомневался не минуты кто ты.,1
чмошники конченные,1
"добрый день, посылки не берёте?",0
он любит у путина отсасывать..🔰 :-d #u7fb075e576s# 👍,1
"пидерасты! это вместо того, чтобы родину защищать от западной твари!",1
"Такое ощущение что та, которую двигает большое бабло , да. А взять ту же Star Wars, ну я пересматривал раз 20 наверное Rogue One, и Хан Соло мне тоже понравился. А вот смотреть 7-8 части не тянет вообще.
",0
посадить казу на голые макароны на месяц.,0
козловыход на подиум для всеобщего посмешища,1
"какого президента? какой страны? которую он продал под кредит в мвф? или с которой, он со своими друзьями, семитами, вынул весь капитал и бросил, мой народ на смерть, и всех детей. со стариками и женщинами. так вот бот!!! ты не лезь к людям с этими проблемами. иначе тебя разорвут. едросовская хуеденежная сосалка!!!!!!!!!!!!",1
"послушай, кто ты такой? и сколько тебе лет? ты даже не знаешь когда масло пальмовое стали завозить . его начали хавозить в 90-е годы, с которых начплся развал рапродажа всего того,чего необходимо для рабочего челочека.а сйчас только купи,продай,тусовки и секс.доруководились такие умники как ты,свои фермы развалили разменялись на ножки буша.",0
цена и сколько шт?,0
"хочется плюнуть в их наглые, противные рожи, мрази",1
"а чё, у бабушки айфон есть, или лайки собираешь?",0
"здоровья ,счастья и долгих лет тебе,арни.",0
"как настоящий,класс!",0
"мы,отличные люди с большой буквы!!!!!мы серьёзные и смешные,да вообще классные!!!!!!!!!",0
"ублюдки ебаные, таких к стенке и расстрелять твари",1
мне очень нравится.все роли хорошие,0
молодой умник умный. по сути дурень .,0
идите нахуй со своей ванкнынацыей,1
"а мне нравится как выступает антон-гораздо лучше, чем другие, удачи тебе антоша!",0
здравствуйте! сегодня получила очередную посылку. большое вам спасибо! мне понравился ваш призент для меня. и шерсть для носочков хороша!!!!,0
"очень красивое платье,пусть твоя жизнь будет такой же красивой.",0
аты шутника нах й расстрелять vеvvастнли,1
здравствуйте! ответил в л.с.,0
"там же прокопьева наталья павловна ,невролог эпилептолог",0
8 с днем рождения. долгих лет жизни и крепкого здоровья,0
"красиво,но в тоже время страшно.",0
ты ебанутая уже это все заметили!,1
"просто шикарный губернатор, даже поверить трудно в то, что такие есть!!!",0
выборы выборы кандидаты пидоры промундобляди....,1
нащёт диспечеров ошибочка. пару раз вызывал девушки как хамло не воспитаные!больше в реал не оброщаюсь.,0
сдохла тварь.,1
"надо,почаще детям зачитывать их обязанности.",0
"конечно буду помнить всю жизнь,поэтому и стала учителем начальных классов.",0
а какие требование,0
"хуя придурок, его бы так за яйца, да оторвать вместе с машонкой,господи и за что бог даёт таким людям мозг?!",1
ахуительно просто браво пидарасам,1
"Шикарный фильм, смотрел раз десять. Все мы года нибудь постучимся в небеса. Главное, что бы всё это было не зря.
",0
кончиные ребята!,1
"я верил, что вовка долбаёбы.",1
это вы на орбите,0
"а рыло то в пуху оказалось и не только в пуху, но и в говне....",1
чем хуже.,0
я не про стихийные и не про запрещённые. хотя конституцией они разрешены.,0
"вот она истина !!! не верьте фейкам, об увольняющихся милиционерах, начальниках увд которые просят прощения! они защищают свою родину от наемных ублюдков! за право жить так как хотят , а не как захотят потанинцы или европейские пидоры!!!руки прочь от беларуси!!!!",1
"а еще хотели придуры выбрать его страной руководить ! что то притихли теперь , не пестрит как раньше перед выборами его фэйс усатый !",1
"остальная россия, ты где?!",0
привет! с удовольствием познакомлюсь. свободен,0
да. лишь те воспоминания подбадривают. наши студенческие годы. вот бы вернуться ....,0
"дай бог таким людям здоровья,долголетия,,благополучия и пусть они всегда оказываются в то время и в нужный час.",0
далбайоб конченный,1
"хватит врать он , что умом тронулся ,вы когда врете не забывайте ,что на дворе 21 век ,это вам не в то время когда можно было на врать и не узнаю .",0
"вражеский снайпер убил медика-трансплантолога 24-ой бригады нихуя , у хохлов даже штатный специалист по хирургическим отходам что-ле имеется в каждой бригаде? не удивлюсь, если его свои же и завалили, кому охота, чтоб его ливер потрошили после смерти для отправки европейским панам за большие бабки
",1
"тебя,сука даже раньше чем жидов твоих, за которых ты так задницу дерёшь...",1
так вот зачем они скупают волосы)))),0
"красота, она и в африке красота, только смуглая 😉",0
"когда начнётся цепная реакция столкновений и разрушений всего, что вращается вокруг земли, то мир останется без связи...",0
грибы пробуй они открываются раньше чем кофе,0
сталин бы всех пострелял,1
"уже 3 день не открываются бонусы ,что за ерунда",0
чек по операции сбербанк онлайн операция карты на карту перевод с дата опера ации мск зо июл оо время операции мску ч б о номер документа ввв операции статус успешно выполнен сумма опера ации чб оо руб комиссия очз руб отправитель обз иг gоld получатель карты зб код авторизации б получатель платежа тат тьяна александровна к платем опlипе,0
нет они все уйдут по инвалидности на пенсию. а мы их будем там содержать,0
мой 26 тп. 74-76г. хиллерслебен.,0
расстрелять отрава,1
вся страна гибнет от пьянство,0
в таком домике можно и пожить😘,0
"ты сука хабаровск не вспоминай в суе!!!!! и вообще пусть твой сука путин,создаст такие условия жизни,чтоб люди без сомнения могли сказать-я за родину жизнь отдам!, не все хотят быть прикормышами как нацики и омоновцы и защищать этих упырей зажравшихся!!!!",1
еще так же скоро начнут потрашить логово единоросов и давить их надо как тараканов .,1
в о о с с праздником мужики,0
"как можно на такую красоту сказать скучно. у меня глаза загорелись радостью. просто восхитительно, но если честно я никогда такого прилежного огорода не видела. ведь ни одного сорняка. мне кажется здесь жить нужно, чтобы поддерживать такой порядочек",0
его нада четвертовать на лобном месте у храма василия блаженого на красной площади,1
жека матвеев осень 02-04 из липецка там служил,0
"а почему про меня не писали,когда у меня была клиническая смерть,но откачали? токарь инженер, ветеран труда,орденоносец! я сделал для россии меньше ,чем заворотнюк?",0
делаю два года. оболденный салат,0
всех этих путинских холуев вместе с путиным растрелять прелюдно на красной площади,1
"кто меня оставлял в беде все знают и помнят. нехуй пиздеть, ,что забыли, я помню. это не забыть. суки.",1
мочите братья тварей америки.,1
это что за пидар?,1
не по всем деревням поставили. в некоторых нет,0
суки все ролики блокируют,1
"зря путин в свое время помиловал холопа, надо было закопать его поглубже.",1
"какой размер прожиточного минимума в расчёте на душу населения, установленного по ульяновской области на первое число текущего квартала?",0
давно пора и не только в этом разобраться и наконец знать что всем этим зажравшимся рожам показать кто в этом доме хозяин!!!!!,0
пидорас ебучий!!!!,1
"пенсии нормально платят,уж грех обижаться,а вот рабочих обижают,на 45000должны выжывать,",0
если это секс взаимная )),0
если только такккк:d :d,0
"пусть в жопу лучще ,поцелует , закрыли фургалу падлы, ,,,короновирусные,,",1
"по жизненному...ты же не станешь отрицать, что получишь в рыло, если будешь срать в чужую кровать?",1
всем по привету ☕,0
да.не плюй в колодец...,0
скажите пожалуйста будут ли выплаты по десять тысяч на детей от 3до 16 в августе?,0
как соеденить,0
"непонятно с овсом, хлопья или зерна?",0
и правда задолбали. купите частный дом и орите,0
а жаба задавила хохлы вы пропащие люди вас нет ау вы где,1
"на площади на рассвете, и повесить и чтоб висели суки а другим не повадно было.",1
мы самые лучшие.,0
ето не травка и про какую голандию ты говориш это пластилин и доступен по всюду галадня блядй😂,1
просто дебилы!,1
"бедненькая,плачет",0
идора видит из далека( это касаеться хохлу из окраины),1
"это вам спасибо! собрать материал и изложить, надо иметь огромное терпение. я ещё раз желаю вам удачи, здоровья и счастья.",0
"мерзкая пидарша, чтоб ей пусто было, у моей матери в миллион раз меньше, пусть еë дети так живут, тварь.",1
"мужик крысу растил растил, вырастил и отпустил
",1
расстрелять этих сук!!!,1
"я каждый день жду мужа ,слезы льются произвольно от одной мысли,почему так случилось?12 авг умерла мама не дожив до дня рождения 1,5 мес,88 лет.16 августа умирает от инфаркта муж не до жив 2 месяца до дня рождения,63г.схоронтть сразу двух любимых людей из одной квартиры,это было не выносимо,сейчас приближаютсяэти черные даты,год нет их со мной,но они пере глазами каждый день ,я вся измучилась обливаю их слезами зная что это для них плохо но ничего не могу с собой поделать ни какие успокоительные не помогают.все жду что он придет...:( :( :( :( :( :(",0
чувак понимает что и для чего он это делает в отличае нашего сказочно- маразматичного плешивца и пиздуна.... *) *) *) *) *) *) *) *),1
с той стороны есть такой ограничения. а с этой нет.,0
"выставляете--так не пишите ничего,фу аж тошно",0
алла хутор устиновы остался?,0
замурчательно все!!!,0
я не верю газете 🧐 и телик не смотрю! политики все пиздабо.....,1
дзюба ты лучше в россии,0
стрелять их надо тогда порядок будет,1
светлая память ребятам....,0
"🌝в 15 году ты уже была в группе, наверное ,,и ещё в одной параллельной,,откуда потом все разбежались и удалялись",0
а просто в класс войти нельзя?,0
убить нахрен эту сволочь,1
что в шилке бермудский треугольник? куда люди уходят.,0
отличный перевод!👍,0
да эту тварь не судить а пристрелить нужно было там на месте,1
"У пушного ряха стала шире плеч
",1
"это, что все разные люди?🧐😅",0
такое можно смотреть до бесконечности,0
"цирк и клоунада... все в полной войсковой экиперовке , как будь то только с позиций пришли... но сука чистенькие и вымытые.. и бля в масках от короновируса..!!!! этот зеленый окурок вообще реальность потерял !!!! чай только у 4-х человек и у зеленого клоуна !!!! на остальную массовку хер поклали... минералкой с кексиком обойдутся.... что за блядство творится уже... это зеленый ублюдок , скоро и путина перегонит в сюжетах постановочных !!!!!",1
"походу ты дурак мы в европу только на танках,и европу сюда хуй пустим пускай там у себя в жопу ебутся нам пидорасы не нужны.",1
"а зачем обьявление продать орешницу, ложь. срочно удалить обьявление показ продать. понял.",0
наши полицаи хуже фашистов путиноиды гребанные,1
остап долго ещё взмахивал руками и бормотал: - знатоки! убивать надо таких знатоков! « студебеккер» ему подавай!,1
ноги уродам оторвать по самы плечи.🤬,1
"спасибо большое, взаимно... я немного продолжила тему про нить, если не против...",0
суккубы из разведки самые сильные чем мочить я щарами жарил но безрезультатно только очей немного набил\ у меня\,1
"союзное государство и член одкб белоруссия, по договору, в случае угрозы внешней россия без разговора имеет право ввести войска. а как я советский человек, то и всю территорию моего союза держал бы. союза нет -де факто, а де юре он есть. а всю эту либерастную шоблу в задницу.........",1
увы и ах!,0
вот пидар пенсию в сорок сделает поверю что забота а так идёт он на хуй,1
"хватит ругать женщин. они изменяют только ...исей, а не сердцем.",0
"Первое сообщение на форуме и сразу первый бан, чувствую себя плохишом)
",1
уходят предатели и пидорасы,1
подстели соломку...,0
"вы блять когда за детей молиться начнёте, а не издеваться над нами??ребёнка на хуй поменяла твврь. твоей мордой по говну поелозить мразь...",1
а породы какие?,0
от ты сука и провокатор!пасешся на чюжих хлебах дрянь?!,1
"два урода, два дебила это сила",1
"так там же люди живут, а у нас, по мнению едрисни, быдло. а быдлу ничего не нужно.",1
счастья вам !,0
да жив уебок,1
в 75 на этом месте фотографировались мы с группой !,0
выгнать пидора! пыль мусорская.,1
да виновень,0
"я от них год избавиться не могла, потом поняла крупу покупала только в одном магазине, вот и таскал их от туда в крупе, выбрасывала все сто раз, с чем только не перемывала на сто раз, они лезут откуда-то и все, потом по совету знакомой перемыла все с борной кислотой и везде корицы насыпала, очень много карицы, даже в щелки мелкие, тьфу тьфу тьфу, нету больше",0
дочка вечером придёт с работы покажу ей напишу будем брать или нет.,0
"принесите мне отрезанные руки всех этих ебливых врачей сюда вообще ! 😡 😡 😡 - руки отрезать всем врачам на хуй 😡 😡 😡 и мне принесите ,...............................😡 😡 😡 к зданию мп сложите их руки😡 😡 😡 а лучше в мп положить туда 😡 😡 😡 😡 😡 на кассу на хуй руки врачей сложить 😡 😡 😡",1
"есть драконы 1,2,3,4 и есть химера 1,2,3,5 пишите в лс .....обмен на любого героя",0
совместные!,0
ипанутая!,1
"Там же написано что якобы прибыль выросла из за интеграции Евросети.
",0
алло это полиция в девушка вы ебанулись в звоните больше не сюда,1
хорошего человека ничем и никем не испортишь.,0
"с праздником мужественные наши защитники отечества!!!уважаем,гордимся вами!!! ok.ru/profile/563055779503/album/805519282863/900551892911 ok.ru/profile/563055779503/album/805519282863/899639478191",0
да и хуй сним!!! пусть он хоть сменит орентацию ваше пох:-d :-d :-d,1
"не перевелись ещё на руси, юморные мужики.",0
"Этот слабоумный покупает прокси же.
",1
"да, едросня все разворовали и проебали",1
"женщина вам нужно сидеть дома возле детей возле мужа, а не сосать за углами...",1
"вся пиндоссия только тем и занимается, что печатает зелень на весь мир, а на хабаровск вдруг не хватает???",1
конечно он и больше никто !!!!!,0
мучительная смерть его ждёт,1
"Панкам мозги не можно с собой брать.
",1
"Так не убил же. Когда убьют тогда и приходите
",1
пиздаболы. давно уже эти чмыри бабки дерус за смс,1
божие создание!!!смотреть можно бесконечно!!!,0
хочу подстричь,0
расстрелять эту суку ееsп иапет,1
ты про украину пиши что бля за порода вы хохложопые в чужой огород заглядывать бля породил вас ленин,1
если побогаче то у местного фермера.,0
какая она нахуй гвардия ... кто этим пидорам этот знак вручит .,1
"очень красиво, а на вкус не могу сказать, здоровья вам",0
его бы за ногу да над пропастью потрусить и мамашу за одно чтоб за ребёнком смотрела.,1
"да ты конченный мудак ёбаный, кусок гавна!",1
"ждал момента ...я думала,больше не услышу этого глашатая-уж больно много чего натворил- может застыдился .....",0
"добрый день, дочь в пятницу приезжала, брала с собой кучу документов, подтверждающих, что жила раньше в горловке и едет к маме, все показывала и ее пропустили",0
"как называется эта порода собак? у меня была точно такая собака. очень умная и хорошая! но, к сожалению, я не знаю, к какой породе она относится.а вы не знаете?",0
и меня добавте 89006743821,0
"здравствуйте, обучаем. подробности в лс.",0
жирик лает как дворняга у него не родина ни флага тухлятина воняет пусть по пиздит сколько лезить .,1
оригинааально!!!,0
с праздником братья! слава вдв!!!,0
здравствуйте можно мне рецептик,0
а где вода?,0
ты педераст или твоя баба педераст???,1
"этому сученку есть куда бежать он все подготовил а мне интересно , в кто назначил хуесосу горбатому пенсию 740000 казнить эту суку и кто платит ему?",1
у быдла должна быть быдлячая элита ? пане зе и шоколадный петре вам мало или всевидящий предсказатель гон-он,1
сколько у вас есть и адрес,0
+ захватывать интереснее но может кому то не интересны твой фотки,0
его нужно за голову взять и в памойную яму,1
люди! помогите подкидыша! жаль малышей!!!!!!!!!!!!!!!,0
насосала.пелисос.,1
в 5.30... он же спал!!!!,0
...из огузков. бекблядьбек.,0
"поздо ребята, я ее уже ебу, она вам не позвонить😎",1
какие они молодцы браво,0
отлавливать и усыплять .,0
а уксус сюда не нужен?,0
ментов всех валить надо,1
"бараны, будьте дома, будьте в маске и пинайте своих родсвенников. вам прикажут котях в рот засунуть, засуньте, но людей не трогайте. вам же сказали: сидите дома!",1
москва б бб в ч тел мшии о в на онт у а вайбер в вацап вб бб ч выезд бесплатно диагностика sоор ремонт любой сложности,0
"ты на всю голову больная??? ты точно знаешь как в россии пенсионеры живут?? да ни хера ты не знаешь ,лишь бы п3,14здануть херню здесь я пенсионерка,и живу хорошо, да еще и на море в крым каждый год езжу -- и там отдыхает немало российских пенсионеров-- а ты просто тупая дура,на фото не с россии старики-- тебе лишь бы повонять здесь",1
"В те времена на 600 рублей втроём можно было неделю нормально прожить.
",0
а вы делаете ? тоже хочу только как рекламу,0
"законы пишутся для нас ; народ . для ублюдков нет законов ; единорогов. у них один закон: для нас нет законов. как хочим-- так и дрочим бля, обидно за народ и за рассею.слава ссср, слава в д в .",1
сжечь пидараса старого,1
"мое мнение ,в масштабных производствах ,чисто натуральные делать не будут ,,все равно там есть е добавки",0
не порочьте страну своими домыслами,0
"в каком именно законе и что именно прописано, кого на какие должности и кто назначает? где написано, что президент не имеет права назначать министром человека, который рассматривается как наиболее эффективный на этой должности?",0
нахуй иди олень,1
идиотизм какой то.,0
сооса алексею панову твоя дочь сыну сосет од рося стахкер gао ты если тебя дети выблядки атина рося э людка сталкер сф тебя этому тебя дети рося э людка стахкер соу почему пядки тина у тебя дети вые ек наталия ог это я аауи в отличие от вас опущей я не пишу никому про детей а ты жалкое сучество наталия осёл тебя что про детей стал ты писать о б ответ натали писала ты хуйло что у своего сына сосешь о з рося алексею панову твоя дочь сыну сосет,1
"есть замечательная французская поговорка: если женщина после 30-ти страшная - значит она дура. можно же быть некрасивой (в эталонном понимании данного времени) но при этом подчеркнуть свои достоинства и скрасить недостатки. а вот ум не брови - если его нет, то не нарисуешь.",0
дура крыша едет не спишь..,1
"подожди не торопись, может преодолеют этот майданный сабантуй, ведь там еще дохуя проебалтов и хохлов завезенных.",1
"а ведь много таких , забытых. это прежде всего работа военкомата, видимо не до них! дедуля долгих лет жизни!",0
"дай, бог тебе здоровья и исполнения твоих желаний",0
соси ногу уебище,1
а что делать вчера праздник был,0
саси хор далбаёб я сам воспитывался в радоков не видал и видеть не хочу,1
"здоровья,здоровья ему.",0
"Шовинистические пидораны
",1
ватка? прикольно!,0
"а вы можете и хуйца соснуть, главное делайте это веселее...",1
ублюдки их самих нужно расстрелять в упор. нужно было просто уплыть куда плыли.,1
"ой ладно вспоминаю как гали приезжали с виталиками... этот тюлень отдыхает. тащили с собою пол тонны сала, три мешка картохи на неделю... еще умудрялись на хозяйском газу закатки делать на зиму, пи здец какой то, одни даже с собою козу привезли, я ваще был в ахуе. селюки, они и в африке селюки.",1
"раньше лежала пластом, сейчас голову хорошо держит и как то двигается, пока нас нет, куда ползет?",0
фото можно 15 сортов.,0
"супер, я теперь знаю чем можно колоть орехи 😂",0
"если бы травили, то он бы 100% умер, ибо новичок - это, по заверениям всех причастных, дюже ядовитая штука :-) так как он жив, значит, не травили.",0
"да, да! невинные овечки, ничего не знали и не ведали куда идут и зачем! суки, расстреливать не жалея !",1
