text,label
"и это правда. но и винить человека нельзя. это способ обороны...стена..от всего.. впрочем,это выбор каждого. можно и не озлобляться. ницше во многом прав. и не только в этом.",0
мужик должен честно бой вести,0
запихать и отрубить и пусть выкавыривает,1
моя же ты умочка,0
"предатели всегда были, есть и будут. патриоты - всегда патриоты. и в чем проблема? проблема в том что есть пидоры -либералы.",0
и вот так мы живём среди долбоебов,1
щи из крапивы,0
вчера уже еще краснодар выходил👍👍👍,0
🎁🎂💐 поздравляем!,0
"отобрать эту дубинку да ему по башке,как же,вы сволочи полицаи,будете жить среди этих избитых!",1
победоносный заклинатель птиц!,0
возьмите меня,0
да.уж.беспредел.чего они добиваются.опять суды за счет населегия ведь многие не справятся с оплатами.,0
как и раньше,0
"почему было? у нас сейчас точно также. кстати, фото современное))) соки в пачках, пластиковые стаканчики)))да и форма современная",0
"если бы госуслуги работали на отлично, то очереди были бы меньше и нервов у всех было больше 😉",0
слушала органную музыку баха в домском соборе в 1976 г. !!!,0
"эти мудаки сами то верят, что пиздят,,,,",1
как называется это икона?,0
а косяк в чем чио золотой динар придумал и отказался от долляра это точно косяк а мы все стали жить по пендосовски наши дети стали уважать другие ценности от мерикосовских фильмов хочется блевануть нобелевская премия вручается конченным идиотам один солженицын чего стоит,1
только полные идиоты могут задавать такие вопросы и жополизы,1
надоели эти пидарасы уже пора про них забыть,1
"хер вам пиндосы, а не россия.",1
ну а почему врачи скорой или еще кто то должен искать выход изж положения изж за таких простите меня долбоебов которые оставляют свой транспорт,1
"для бесов рылом не вышли, это козлы и пидоры",1
"насим хамед,можно погуглить бои. очень талантливый и сильный боксёр ,один из лучших. в 90-х чемпион мира.",0
"Пидарашки всегда врут. Российской вики доверия нет абсолютно. Ее контролируют пропагандоны. Читаю английскую вики и проверяю источники. Еще лучше немецкая.
",1
сволочь наркоман думает убил простово человека и не знает как тварина выкрутитца такая тварь простой народ за людей несчитает,1
"в папа мастере отличный парикмахер людмила, нашего малыша отлично побстригла",0
"пидоросья развелось бля, как их земля носит",1
красивые...,0
казнить эту мразь надо.,1
разве это не гандон?,1
"это провокаторша только непонятно или долбаёб или хохол,! не обращайте внимание на слабоумных!",1
сжечь этих безпредельщиков вместе с машинами в лесу,1
зачётный попец👍,0
когда же она тварь заболеет. мразь тупая,1
действительно невероятно!!!!,0
"Добрых дел мастер с похмелья злой
",1
тварь на единаросовская,1
у них тоже души есть.,0
сейчас в тавде подушки не чистят ? раньше по рабочей было.,0
мрази ебаные что бы вы сдохли,1
еще не сдох мразота жаль,1
и даже просто-пусть будет.. потом как найду.,0
такая засосёт и причём полностью:-d﻿:-d﻿:-d﻿на обезьянью жопку губки похожи;-)﻿,1
"а если нарезать мелкими кубиками все,а не пропускать через мясорубку,то товарный вид сохраняется и аппетит приходит во время еды очень вкусное блюдо.делаю каждый год лет 15.",0
"в волчей стае жить по волчьи выть надо, а власти такие люди не нужны",0
"ЭТО ДРУГОЕ. ЭТО ВРАЧ ПРОПИСАЛ. И ВООБЩЕ, ВЫ ГИБРИДНО И ХАКЕРСКИ РАСШАТЫВАЕТЕ
",1
"на видео была только попытка, а вот изнасиловал он ранее девочку! (дочь соседки) ублюдок!",1
"тех, кто получает больше 100 тысяч рублей, в стране всего 7,2%.",0
"жесть, как много долбоёбов здесь, идите уже вакцинироваться, чтобы вашему царю не тратиться сильно вам же на пенсии. хоть пенсии у вас копеечные, но в сумме получается много, по причине вашей многочисленности, идиоты.",1
они уже давно угрожают... а воз и ныне там...,0
"ну, я так понял жопа у тебя с вариантами:)). гуляй придурь :)))",1
и что все здохли кто знает,1
божи мой вы все взрослые люди вы уже с этими деньгами сума все посходили раньше небыло и все как то жили а щас что должны вам каждый месяц платить вы падали что государству с мишно что у вас тут происходит,0
удавил бы на месте.,1
"настоящая любовь! нерассуждающая, безусловная... как и должно... и вера в мужчину. а кофе в лицо - так это эмоции... страстность. жизнь не простая и на виду. и безграничная любовь! мужчину делает женщина- любимая и любящая. только поучиться у этой замечательной пары. вместе и в горе, и в радости, да и после смерти. что может быть прекраснее?",0
причём тут похудеть и пирог логику включи,0
"а что вам не так? врачи-хирурги сразу приступили к операции, которая длилась 16 часов. разговора об оплате вообще не велось. после наркоза женщина пришла в себя, но ночью ей стало хуже, организм не выдержал... если вы не знаете, зачем грязь льете на врачей?",0
"я думаю, что да. очень хороший.",0
"дорогие мои! мое детство и юность прошли среди вас. я восхищаюсь вашим трудолюбием, терпением, неиссякаемой верой в достижение цели, вашим умом и красотой!",0
гореть всей этой власти тварей и лжецов,1
она ставрапольская туркменка. если я не ошибаюсь.,0
больше похоже на где-то в донбассе.,0
чувак понимает что и для чего он это делает в отличае нашего сказочно- маразматичного плешивца и пиздуна.... *) *) *) *) *) *) *) *),1
какая взаимная любовь и нежность.,0
"для начала нужно в неё попасть,а до этого можно и сфоткать.;-)",0
3сt разбираете? есть кронштейн гидромуфты?,0
олеся был а сегодня в отсосала тебе то б я мы означает не я отсосала встречаемся сердцем ртом а не нихрена себе аргумент иdаргикоl ее,1
"аня, и, конечно, светлана михайловна класс! супер! спасибо большое за этот фильм!!!👍 👍 👏 👏",0
"это же телки, они по ебанутости дадут фору зрителям маргинала
",1
в неисбятого пророка ч ихьи или я вам желаю от пгркь в день ильин добра удачи и здоровья для счастья множество причин пусть сердце поши в любовью линоиися по,0
"кто это сочинил , ебать долбоеб",1
"ну да, это точно.",0
в казахстане очень много немцев осталось и после войны все жили дружно и ни кто не чего не говорил,0
"накаченая и переделаная ,искуственая красота😄😄😄🤪🤪🤪",0
"поднимите , а мы к вам работать устроимся !",0
какое ноу хау. надо взять на заметку. для сверх бюджетников.,0
это им не бабушкам руки заламывать вдв ребята серьезные нехрен к ним прикапываться погуляют пообщаются и разойдутся.,0
"ты. лучше когда выходишь пломбу ставь,",0
канечно да. правильно. варов нужно стрелять.,1
как земля носит таких уродов ? !!!! нелюдь .,1
"наталья карманова каждый судит по себе ,а ещё есть хорошая поговорка свекрлвка блять снохе не верит",1
я про колесники не писал !!,0
а на хрена нам поддерживать пьяную либерастическую погань?,1
"сдохнет путин,и пизда вам выблядки фашистские,так что молитесь твари!",1
"будут после того как салют, отмоют каждый год такая фигня.",0
"сегодня 3 августа уже ,очнулись что ли только",0
союзникам спасибо за подарки!!!,0
собака самый верный друг он никогда не придаст,0
расстрел публично.,1
чистый упырь!!!👹👹👹,1
"главного псаря с его всей псарней на пожизненн каторгу, пусть отрабатывают проебаные 26лет!!!",1
"да пидор он конченый, он только мозг людям засрал и всю страну вместе с людьми сиониту продал!",1
выплата приходит в течении 10 рабочих дней после одобрения,0
полупидор или недопидор. а чей то муж видимо и нашим и вашим. би.,1
"года на 2,5-3 но если ребёнок не большой по комплекции,то и более",0
пусть их дети обучаются дистанционно,0
"наш берег праздничным не выглядел,кризис в энергетике.",0
"посчитала свои финансы на ближайшую неделю и пришла к выводу, что мне бы очень подошёл счастливый брак по расчёту , который состоялся бы, например, послезавтра...​​",0
"умничка,дайбох тебе здоровья.",0
пиздить всех чурок надо,1
"идиоты бля, тупизм страшный это пиздец. реально сссровские через время как не печально умрут и что же будет в мире с такой тупизной?",1
ребенок- лапа🤗🥰. еще бы писали без ошибок.....🙀,0
"Поплыл, хохленышь. Я доволен. Больше я писать тебе ничего не буду, можешь записывать себе в бонус.
",1
"Какую ещё нахуй правоту ? Ты сказал, что правый и за мораль и всё такое, я тебе предъявил мол есть ли у тебя семья жена. Ты начал маняврировать, что то про кукан. Где я слился то, питушок ?
",1
вообще-то опиздюлились вдв_шники,1
"Вот фак из вронг виз ю?
",1
"ты настоящая паскуда. мерзопакостная вонючка. иди кровушки попей, мистический людоед.",1
пидорастия только есть в кремле у россии нет то границ бишь дебила родина она везде,1
так круто на мореотдохнул когда засорел накупялся овы лето то скоро кончится поедетев а о ружье пятчак сеси,0
тварей только вешать,1
"Забыл дополнить: эксперимент по поиску алкоголя в ложечке с максимальной вместимостью три миллилитра, именно столько вмещает одна ложечка, и только одна она даётся раз (с ближайшим сроком в неделю) каждому причащающемуся.
",0
пидоры 😡,1
"мясо, масло, молоко, муку, мороженое.",0
хотим купить помидоры.как с вами связаться?,0
"За рашку не топит, на пиздеже его уже ловили.
",1
"Не занимайтесь самолечением, идите к психиатру.
",1
почему за рубль,0
з о сегодня q зо перекус удругое с ч калории угкл зоог холес омг рск зб ясная поляна тульский пряник с фруктовой зо начинкой оо в уг кл зоог холес амг рск з сохранить еду фото сводка осталось калорий бч употреблено калорий бч об рск оо от всего жиров бг холестерин бчмг натрий збмг к а отчеты днев вес,0
я не имею ввиду конкретно такие размеры,0
"ебаные космонафты,защищиющие пидарскую власть..",1
"про ебанутых говорят, с пулей в голове, а у этого походу снаряд в черепе.",1
в детстве пили только так,0
"👍 👍 👍 по сравнению с тем что они исполняли в начале 80х, эта вещь бомба 💣 💥 ⭐ ⭐ ⭐ ⭐ ⭐",0
диван по чём ?,0
уродливый какой обдроченный,1
где вы продаете по адресу можете ривезти,0
"просто, некоторые, мамы рожают и забывают про деток.",0
"Лол, ваша братия первые нацики в татарстане, а я всего лишь констатирую факт
",1
"быдло пьяное,какое вдв, покупались в фонтанах выпили поминули, и хорош ^o)﻿",1
эски окни тортдизми,0
вот пидор крыса 🐀 тыловая,1
так ей и надо 👍👍😀😀😀😀😀😀,0
"ещё вариант : вот тут человек на х.. идёт , не составите ли ему компанию?",1
о з каким бы не было утро оно всегда подарок с добрым уттречком,0
в бан тебя кацапская сволочь недобитая ублюдок!,1
что старая вичуге и вичуге полеклинекам надо ставлят хорошенька пизды они вообще распустились это не понемают что люди болеют им похрен на людей они не шетают за нас людми,1
оба долбанутые,1
"ты кто такая, и нужен ли нам твой смысл и не пошла бы ты на хуй божий или же в пизду богоматери.",1
на 2-3 дня на троих в конце августа цена пожалусто,0
мы не свиньи и так съедим,0
не перевяжут пока сама согласия не даст самое поганое заберут сейчас этих деток она ещё же на рожает тварь и дальше издевался и гробить деток ой слов нет,1
добрая:-d﻿,0
"Почему в рашке даже криминальные авторитеты одни хачи?
",1
здравствуйте.платьице на какой возраст?,0
присоединяюсь ко всем поздравлениям!,0
"у него, наверное, голова и шея постоянно болят. даже если они полные, с ними очень неудобно ходить. бедненький.",0
сначала выебать громадным хуярой в сраку!!!!! чтобы этот моральный урод на своей сраке прочувствовал всю боль ребёнка!!!!!!👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹,1
где подарки за вдв???,0
если не включается игра выключите ее и включите снова попробуйте так,0
"фу бля, гадость какая",1
прескорбно,0
"ты же написала, что бок болит! может быть, аппендикс?",0
"И ты все такой же даун
",1
кома гайчик елена в нём вдв ч побед тебе всегая а всем во б аее,0
"п.береговой, отличный пляж, вода чистая, дно песок!",0
"а, песик, кажется очень голодный.",0
"какого хуя он в россии делает,со своими высказываниями.? пошел нахуй из страны",1
требуется менеджер по продажам с опытом и без опыта в сфере торговли.87021039964,0
в натуре путин вообще уже охуел,1
опять это пидор со своими крмментариями женоненавистническими....,1
убивать этих блядей.,1
вонючая дермо шлюха,1
оплата на банковкую карту или наложным платежом при получении на почте( на 150руб дороже) доставка до шилки 350руб,0
ещё бы...,0
а вы приезжайте в находку и увидете какая это сказка,0
невыполнимое,0
тварь матьипосадить её тварь,1
даже не надо было искать суточную квартиру ))),0
"гавно троллейбусы,в москве уже электро автобусы ходят давным давно.а это хлам который был куплен за лям , а по факту 50 лямов было списано из бюджета города.",1
"спасибо за фотографии;побывала на своей улице,увидела своих родных и соседей",0
что за бред! топоры и мечи ломались. попробуйте сломать. и попробуйте его в голенище спрятать и походить с ним. 🤣🤣🤣🤣,0
хорошо работает верхней и средней части тела,0
"вы уж скажите что тут такого крутого и брутального что : ах какая крутая, где, каким местом? освежили, поченили и блатной номерок, все и представим что еще движок затюнет и другой, этого мало, если делал под додж то пусть сделает до конца.",0
спасибо уже жарила вкусно!!!!,0
"божья матерь взыскание погибших --- моли, бога о нас грешных! слава богу за все!",0
самая нужная информация в одноклассниках!!!,0
это губы или жопа.,1
дичь смешанная с хуйнёй 👎,1
пишите комменты к стиху👍👎,0
"открыли все пляжи не от того что там не дураки сидят,а от того что министры крвшуют какой то бизнес,ток кто крышует отдых работяг стал терять халявное бабло,свои люди в думе,в правительстве( он же им откаты делает),вот и дали зелёный свет курортникам,а чем все это кончиться мы с вами скоро узнаем.",0
"скорее это боксерчик.милашка.дай бог тебе,малыш,хорошего и любящего хозяина)",0
советский врач оказывал помощь а российский врач оказывает услугу и это очень большая разница,0
такие милые! как же умудрились усадить этих шустриков?,0
"это не девушки ,это бляди мусорские!!!",1
на кол его надо посадить на площади. как при иване грозном!,1
"симулянт ,но благородный ,со стола стащить порода не позволяет.",0
ебал я всех в рот кто тут старается себя превознести. непути знайте это флаг казахстана.,1
....сами пришли к власти через кпрф.,0
"привет всем!ребята,как на счет 15 августа?очень хочется со всеми увидеться!💋",0
"это ты овц,,,,,,сплошная наигранность,,,,",1
член мой хочтш увидеть?,1
"а я пользуясь серой из уха. как только начнёт чесаться.и жеч губа, я беру ватную палочку и легонько почищу внутри ухо, а затем этой палочкой обработаю ранку на губе.2-3 раза сделаешь, и всё проходит. попробуйте,мне помогает, только не запускать!!! здоровья вам!",0
"настоящая, без всяких о моложиваний, всегда нравилось её творчество.",0
позорище. моё бы воля расстрелял бы этих гадов без суда и следствия. твари совсем охренели,1
"блин мужики да не будте вы пиздострадальцами, это лохотрон",1
"да зае....ли эти водятлы, сука....кто вам руль доверяет????",1
вы уже надаели мусур пазор таму кто ето паставил и снемал уроды уроды,1
"вы считаете, что эту тварь еще можно любить? ну и ну!!!",1
"Да харе уже на Логвинова гнать. Ну пухлый, ну заносчивый, ну 10 из 10, если издатель его умаслит заранее перед репортажем. Но информацию всегда доносил и до сих пор доносит внятно, и по большей части по делу.
",1
"если ты такой смелый,попробуй эту ересь ребятам сказать.ушлепок недобитый .сидишь в своем самали,да сказки ужасные со страха придумываеш.правильно,бойся...",1
"можно, если не последний срок... они противопокащы, но можно. сткрильте потом и нет проблем",0
эх и сука.как можно так.это же твой ребенок.маленький человечек.ужас просто.,1
"а вам не нужен кот для обмороков на кухне ? оплата бартер , тем что есть съедобное на кухне !",0
"не верьте этим пидорасы,ебаште их!!!",1
"да, он просто педераст вместе с пашаевым.",1
и ноги переломать.,1
моя родина - ссср... и память о ней - пока я жив ...,0
"в рубрике -требуются! можно прочитать: - думаю, что это очень актуально! - требуется ведущий руководитель! желательно женщина, не старше 20ти лет! образование высшее, (а не верхнее, и не поверхностное!) стах работы не менее 5ти лет! без детей! не замужем! сирота!",0
это чудо. удачи вам и процветания,0
для q самой самой рлурока краствой,0
"здравствуйте, хотел бы вступить в кооператив или просто вместе играть, добавиться в друзья для совместной игры",0
всем привет..на улице довольно прохладно и дождливо(наконец то),0
номера внутренних органов.,0
ты рф живешь и грязтю россию полеваеш.хуйло,1
сажать на кол!!!,1
ты паря не сержант..а ефрейтор..а это как известно..что то рядом с пидорасом)),1
выплата будет в конце август,0
ну ты и мудак тебя так ты точно обосрался,1
"Старая КВНовская шутка: почему лат дороже доллара? Потому что латов меньше! Так в абсолютном выражении мужиков водителей больше, вот и всё!
",0
"шо блять,неначмоктала своими сосками надутыми на коррекцию еблища?цена стремительно упала в условиях кризиса?!ох а скоро все обвиснет,сдуется,и будешь ты чмокотуха печальная,сидеть возле вонючей бочки,и продавать пиво на розлив. вот судьба твоя истинная! попали на телек,не сумели результативно воспользоваться,так вам шлюхи и надо! не жалко не одну. ни у кого никаких способностей оказывается кроме блядских! но только списывают таких работниц очень рано,потому как подобной мерзоты,молодой,новой как грязи! и сдохнете большинство тебе подобных в пьяном угаре,в луже бухла и мочи,забитой ногами каким нибудь очередным уродом моральным, которые тебя окружать будут до конца никчемной жизни твоей! подобное притягивает подобное!увы! посчитала наивно что манда вечно востребована будет? на хер где то учиться,работать? банк то между ляжками! вот честно,ни одну не жаль,и ни одной счастья желать не хочу!",1
обломов!,0
что же тогда они несут с экрана с т р а ш н н о п о д у м а т ь озабочены все деньгами а где искусство....,0
выплатить ише по 10000 или нет послать народ на 3 весёлых буквы,0
"...крым наш! и ни хохлы ни нато, нам не указ. всех прибъём.",1
"вот бляди, мужик обеспечил, она ещё пищит что то, если это ее слова!",1
"согласна без вина и кукурузы,лишь бы на море 🌊 в абхазию😋",0
"здравствуйте, серьги продали?",0
за яйца бы его так бы потрести,1
"как можно издеваться так над животными.😱😪 просто твари, богатых людей очень много ,но они только о себе думают, придет время они же могут оказаться в беде,а деньги не всегда помогут.",0
"ни одна тварь против этой суки не пойдёт, они все в одной кормушке!!!!!",1
таких людей как он надо расстреливать,1
"давно б как в молдове ебнули по хохлам, чтоб обосрались и был бы мир",1
хули задумался пидрила,1
лукаш- сказочный долбоёб,1
фото с лицом я тоже выставлять не хочу(ch),0
"доброго времени суток. подскажите, как можно устранитьт такую проблему: перестали работать подсказки. баллы есть, но , когда нажимаю на кружок подсказок, он отключается. а подсказки сгорают... заранее благодарна",0
задрали уже на перевозчиков сваливать с перегрузом фуры уже давно не ходят с перегрузом только самосвалы миксеры и то те которые проплатили бабло начгибдд разберитесь здесь и ещё прекратите воровать делайте качественную подсыпку и качественный асфальт а не третий сорт дебилы и все будет норма,1
позорься до конца,0
тебя какий хуй размер нада скажи,1
"советского выпуска пожилое быдлецо На Усраине совкопенсионеры давно передохли
",1
пидрила конченый,1
гондоны не благодарные,1
цены так то подросли уже!,0
и поглубже закопать надо,1
ты пидар такой гнев греф и буквы схожи но шоб тебя не було дришщ++,1
"вот таких тварей, пора уничтожать как бешеных собак.",1
"прикольно, чубайсовско собчаковская мафия рулет, а не доумки радуются , закрытию их счетов за границей, ну вот и радуйтесь долбоебы кто голосовал за новые поправки в конституции, все только начинается",1
это думаю пиздо жоп🤣🤣🤣🤣🤣👍👍👍,1
"вержев дмитрий леонидович, 5 лет. герб",0
"дурдом. задолбали. если что то хотят потерять, то обязательно хвастают... вы суки самые настоящие сволочи.",1
да лучше отстлелять их чем они зимой будут мёрзнуть на улице голодные.,1
"ребята, старуха с дуба ебнулась ещё в детстве. она блядина, подруга терешковой. у них мозги давно вылетели....",1
чтоб эти деньги в глотке застряли пидора,1
уродов этих надо поймать у утопить или превратить их в памятники !,1
его давно уже надо было расстрелять!!!!,1
в личные сообщения 🌺,0
"уже нашли, попробуй еще раз появиться в сети, тролль, достаточно много писал, импотент с мелкочленом",1
"в россии 9 месяцев холода, вот и сиди на диете, перед отпуском, чтоб не хуже (конечно для своего возраста)",0
"сьебись отсюда, зашквар",1
"дебилы конченные,перестрелял их всех до одного! мрази!",1
спа-си-бо !!! взаимно!!!,0
один чурки им чё сваи бабы не дают чтоли,1
меня берете???,0
по номеру звоните)),0
ясен хуй!!!с какого он должен снижаться то...куда нахуй маски со своего заводика продавать будет!!!мрази!!!ни дна вам ни покрышки!!!ублюдки!!!,1
перо такими писали мои. родители.,0
"взломать, украсть, цап-царапнуть..- это духовная скрепа..",0
"ты сука ебнутая, живёшь вот и живи в своей стороне, не знаешь что происходит, нечего свой длинный язык сунуть, куда не надо, тебя в окрестино пасадить, где мирный нород страдает от силовиков,, а тебя пустят погругу, а их наградят за это",1
"дурней собаки не видела ,дочь купила ,пока была на работе она ей пол квартиры разнесла,в оконцовке сбагрили бесплатно ,и на ремонт раскрутилась.",0
....им за это такую премию дадут.... 😂,0
казнить!,1
а кто такой соловьёв? да хуета из под ногтей!,1
некогда ей дурында сидит хуйней страдает,1
"идиоты и мы знаем , что они идиоты.и они знают, что мы знаем, что они идиоты.",1
"ой , моральные уродыы ..слов нет....",1
кстати педрило .ты свое ебало видело старое быдло ?;) ;) ;) дедушка в обносках харахорящийся перед форумными клюшками .бомжара стары ёпта:d :d :d :( :( :( :d :d :d даст тебе пидарасу зять поджопника так ты быстро ссср как рай вспомнишь . там вас пидарасов старых отлавливали .мыли .вшей выводили и содержали в лтп :d :d :d :( :( :( :d :d :d :d старое педрило .шоб ты подохло :d :d :d :d :( :( :( :d :d :d :d,1
"в в это не допустит,!",0
как жалко терять таких детей.,0
"ага , и расстрелять его из рогатки по яицам с двух метров что бы не промазать",1
"Для этого у меня есть пленочный фотоаппарат, чтобы кадров жалко было...и они.. о, чудо..всегда выходят удачными) Ну..мода...беспощадна..и частенько поддаешься..соблазну..собой заполонить, но меня радует, что я нахожу в себе силы..видеть и делать кадры, не со своей пресным лицом. Еда, кстати, почему бы и нет...если это путешествие и что-то красивое.
",0
уже нашли?,0
руки тебе пидору отрубить.,1
пидоры продажные!!!! повесить вместе с плешивым,1
добрейший волк нашего детства ... анатолий дмитриевич папанов ! 👍 ;-),0
"привет хуеплетка,твою маму поебывал вчера,ну она и ювелир (lo) :$",1
салам алейкум всем с наступающим ид аль-адха,0
решили на убогой отыграться!посмотрим как народ отреагирует бараны овцы пойдут за ней а мы посчитали!!!,1
"ага, жили хорошо... а сколько по лагерям? а зарплату рабочим облигациями госзайма? я папины эти бумажки меняла только в середине 80-х. нет уж! хватит с нас такого времени!!!",0
"где у вас стоит домик для денег , я в ширхане видела и денег дала , а ближе есть?",0
русборг состоится? или под вопросом пока?,0
язык бы вырвать этому обнулёнышу.,1
"днём тимон,ночью падла.😏",1
эта корова засрала всю европу,1
"пидорасы, причём косые пидорасы",1
"и изменять ,всё разное,понимаете? это может просто разок ошибатся, и пожлеть даже, а может муж не трогает, другое дела, а может всё муж дагодывался ,предупреждал ,что не делала, а есть такие, думают самые умные, всё гуляет и лапшу вешает мужа и отрицает, и продолжает,держав за дурака! я думаю разницу поняли?",0
"смотрите хохлы ,не обосритесь !",1
"желайте им здоровья, воздастся по заслугам.",0
возможно это ваше место,0
"мне похуй кто че пишут, пусть в лицо скажет ,я ебло расшибу за пиздеж не знаю я её,она мне на хуй не нужна ты ебанутая ,и отьебись от сереги, мы живем с ним живу я с ним ну а хили спрашивать а че про алену знаешь ну это я что она сасет заебись знаю что это шлюха первой марки. сосет хуи у всех подряд мне сергей юрьевич рассказал как она у него сасала смачно эта шлюшка мне не нужна хуй сосалка мне похуй на а эту алену пошла она на хуй пусть покажет сама как сосёт шлюха мне сергей юрьеви что она сказал она у него сосала каждый день",1
"расстрел, публично на красной площади, чтобы подобные пидорасы знали что их ждет",1
здоровья тебе и счасть. живи долго на радость твоим родным,0
"настенька, с днём рождения!оля, с именинницей, ура! будьте бесконечно счастливы!!!!!",0
"а чего не пол миллиона? конечно всем хочется получать больше это нормально! но, мы живëм при капитализме, а он наоборот хочет платить меньше! а этот придурок тупо хайпится и всё. то в хабаровске засветился, оппозиция хуева!",1
этому пидору невыгодно это показыввть,1
здоровья вам. ангела хранителя.,0
"любочка, надеюсь свечечка из хабаровска в упокой хйла? аминь, покойся с миром - да воспрянь, восвятись русь! русь - без хуйла!",1
"живодёры, сволочи!👎👎👎",1
"Здравствуйте! Обе описанные Вами случаи неприятны. Отправитель, если он работает с нами по договору, оповещен о всех требованиях к упаковке. Мы же со своей стороны не вскрываем отправления, поступающие от интернет-магазина. Я очень надеюсь, что всё вышеописанное разрешится благополучно.
",0
ещё ездят и видем по сей день.,0
красиво. с умом и сердцем все сделано. ручки от куда надо растут. не пить и не курить а сделать что то своими ручкакми это ж так прекрасно!!! молодец!!! крепкого здоровья!!!,0
"пропидор божий охуевший, наглый.",1
нитраты,0
больше похожи на то что кормили крокодила играя с ним,0
один вообще 10 положил. только один честно 2 положил.,0
таких хозяев надо самих привязывать за яйца в низ головой,1
g днем а итлор пророка пусть преуспеет в милосердин душа пусть ярким пламенем сорит сгеча а хранит теся бог от лювого зла веда так не уватает тепла людского аггуста,0
"Ну так давай паспорт, пруфы или уебывай нахуй демагог хуев.
",1
хаборовчане так держать .терпилойды где поддержка? героям. или будете жупу лизать ввп.,1
