text,label
"таких надо не алименты заставлять платить, а убивать на месте",1
всем прекрасного настроения!,0
"ну так а куда кошки ходить гадить будууут,,,так и содрали крышку.дети на втором плане у нас,,,а кошки на первом. . свои же и сняли,,,",0
ой не могу а я вмешаюсь а ты эт че так раздухарился ты свой задок то смотрел тварь волосатая вот и говорю тебе смотри и назад оглядывайся одним словом береги задок пидар,1
я твою семью в рот даю ты мне пишеш немешай ай ццнем мамат(dt)﻿,1
"чего вы людей гоняет по сенсация, работники в пыльных шлемах? из это инфо я не услышала президента, а лишь вы упражнялись в словословии. лайки не подаю, уймитесь, не выросли.",0
и что в итоге: погоняли воздух и все???!!!,0
не хер всякую мерзоту запускать пусть у себя на родине строят рожают стреляют а у нас надо делать проще нарушил закон расстрелять мигрант избил русского не беда русский не так посмотрел все беда вселенского масштаба в каждой нации есть уроды но они наглеют мягко сказано заполонили все как тараканы,1
морда жидовская!,1
ва собачку ещё не отдали,0
"а чё, нормальный ход. опиздюлился малёха, штраф за отсутствие намордника и в суд за избиение. денежку вымораживать.",1
"радуйся ,что есть возможность купаться в ванной пока .",0
"депутат ривненского горсовета в. шкуратюк: «я горжусь тем фактом, что среди 1500 карателей в бабьем яру было 1200 полицаев из оун и только 300 немцев» чем еще бендеровские выблядки могут гордиться?",1
"девочки, снимите чары с сергеевны и энн",0
этих циганей самих топить надо переехали детей наших русских матом кроют да ещё и на мост заманивают и топят. этих тварей чорных с гольчихи изгнали в наш район.,1
вые🔥ать его в его чёрный зад!,1
"испарились утренние росы, приподнялся выше небосвод. вдоль опушки белые берёзы, бесконечно водят хоровод.",0
привет как дела ты очень красивая можно познакомиться если ты не против позвони 89771998216,0
а просто полить не пробовали?,0
от даёте за деньги или так? //,0
кастрировать.,1
и нам не везет нам всегда 9 линк попадается,0
"52 размер можно ,чёрный цвет",0
это гнида хлеще саакашвили галтук живать будет и власть не одаст,1
я сволочь и не скрываю,0
какой ты на хуй русский еврюга дешовый ! как и якобы русский альтурмесов ! вешайтесь бакланы ! ваш царь уже атлас листает куда сьебать ограбив народ ублюдок так что не хуй тут моросить !!!,1
а это не он случайно,0
соседу смерть!!!!!!!!!,1
смелый!,0
"погасла ещё одна звезда. он был как солнышко, всем дарил тепло и свет! светлая память!:(",0
ха одам кетди кеча 37 минг бн через таниш прямой кетобди одамлар гдето 50 минг бн,0
"они бендарчье готовы сожрать, друг друга с главном!! жопу лизали фашистам а вов!!!",1
што за бред. 1.2.пункта. а то што с пустымы руками расмешил. не один армянин не ждет от ковото штото.,0
скажите пожалуйста сколько пострадала людей,0
я почти всем отправил деф.рука затекла уже.кто то пару тон вивок оставил на бастах))),0
а где находится этот магазин?,0
ты дебил .да.ты у хохлов спрашивай .у меня на меня в россии таких как 122 долбоеба работало.на мое благосостояние.вот таких дебилов как ты.хаха,1
долбоёбов стая!!!!,1
"ты два раза петух еблище свое сам завали, квасов в цвет говорит",1
"хуепутоло чмо, враг народа!!!",1
"а я,пожалуй,барракуду брошу в морозилкуб до лучших времен.",0
шифоньер можно забрать и тумбочку.,0
еще есть долбаебы которые смотрят телевизор? ??.:-s﻿,1
а я не мать тереза чтобы всем помогать! у меня есть семья вот ей я обязана помогать!!! могу купить бабушке какой-то продукты если надо ! я не прошу помощи не у кого! а раз вы так высказываетесь о помощи .....то помогите другим кому надо и как вы сами сказали ....и не надо только на словах это делать! так делайте на деле уважаемая!,0
ставропольский край,0
"да, миленький, продолжай и дальше восхищать и побеждать! ты заслуживаешь уважения и любви! честь и хвала твоим родителям!!!❤️❤️❤️",0
"блять, тебе смерть сука защастье, сам то вспомни сколько народа завалил, взрывы в москва, волгодонск, все твоя власть сплошной пиар на костях, пора и самому ответку держать.",1
безответственность родителей!,0
"это не отец это урод его бы подвесить за одно место ,мразь",1
отъебать в прямом эфире за прошлое настоящее и будущее,1
слышь собачка иди нах,1
"ебанизм ,он блять ржот над нами ,автор ты тавой",1
"какая же ты мразь, кузнецов, пидор и мразь!",1
охуеть вот просто. то клоуна в президенты то блять жену зека- блохера. свихнулись что ли. заявления какие то делает..... пиздос просто какой то.,1
"предлагаю всех,хто лайкнул сразу отправлять на колыму на прииски типа аляскитовый,бутыгучаг-пусть суки там таракану памятники ставят десять лет без права переписки. выблядки хуевы",1
"ублюдок,подонок,мразота,ты брюхо видимо не знаешь ,чем набить,свинцом бы тебе расплавленным в рот залить.",1
что же ты за козел ебан....й это тебя надо отменить надолго.,1
сколько стоит наклеить?,0
"мы с вами обсуждаем видео, но никто не знает что, возможно перед эти всплеском были неоднократные просьбы к девушкам не парковаться. у меня сосед под окнами паркует старый ваз, и когда он заводит его утром, хоть окна закрывай, дышать нечем. другой молодой любитель музыки, ему все равно сколько времени он приезжает и уезжает под грохот музыки. сколько раз говорили, а он плюет на всех. в ситуации на видео я никого не поддерживаю, каждый сделал свой выбор. нужно жить дружно и прислушиваться к просьбам друг друга.",0
мишустика на виселицу на красной площади. это тоже трепло и жулье.,1
иду гуляй баран. сосать твоя мать будет,1
"не хуй мне было писать,долбоёбка!#u9b079a3836s#",1
а в деревне один дом! 😜,0
спасибо! очень приятно! 😘,0
"сейчас все народы будут сталкивать лбами, чтобы найти слабое место.",0
сколько стоит такая красота !?))),0
"нытики это те, кто боится говорить правду. вот они боязливо ноют прочитав откровения россиян о жизни народа и хамском воровстве путина и его прихлебаев.",0
"лучше не связывайся.давно ещё у меня подруга его принимала,сначала хорошо было похудела.а через пол года как бросила его принимать её так разнесло.",0
печалька ... и все знаете ; по чему ...,0
"валуеву одна не поможет на до три на такую рожу ,его блять солидолм кормят што ли,рожу за неделю не обсеришь.",1
вечно молодая с чужим фото на аве... красотка открой личико... посмотрим и сравним!,0
поверьте мне меняется просто их постоянно пиздить,1
посадить ублюдков,1
"побочек - это дополнительные, побочные квесты? Да я как таковых и квестов там не видел или не понял как их брать и где. Есть некая сюжетная линия и нужно сходить туда, найти того, узнать что-то и тд. Есть на карте места помеченные знаками вопроса. Я не понял что это. Мануалы и гайды специально не смотрю, хочу сам разобраться. Может быть надо чаще к паровозу возвращаться и квесты дает полковник или кто-то из команды... хз. Я по 5-6 дней не появляюсь у паровоза. И кстати, патронов почему-то не предусмотрели на базе. Паровоз аля база. да и вылечиться нельзя, только спать, либо попить, но только в домиках где можно переночевать. Не понимаю смысла паровоза. Если в сталкере можно было с пользой вернуться, то тут возвращение затратно - патроны потратишь, а пополнить там негде.
",0
сбросьте ссылку. у кого выписать.,0
"парадокс, все они есть в инете, но даже 10 лет назад включая дочери , она их смотреть не хотела, говорилане интересно, всякая хрень было интересно, а наши сказки нет...",0
посмотреть разжимную на пружинах муфту которая вращает вал косилки там где прикручивается к двигателю 4мя винтами.скорее всего обходится там.если обходится то будет и греться сама муфта.на ней накладки как на тормозных колодках авто может и они стёрлись и нет нормального сцепления с валом.может и масло попало на колодки.,0
что за кайф ...лизать очко ...вы что курицы вообще ебанулись?!,1
мойшицса керакми повирми,0
очередной лайкособиратель.,0
власть говорит всё для детей и молодёжи вот посмотрите как травят у нас молодое поколение,0
вднх сейчас - это сказка...пора посетить...,0
"удивительно,я первый раз вижу ,неожиданно и красиво",0
его надо повесить при всех этого кабана,1
"у меня была такая же проблема с правой рукой , собака сильно дёрнула , болела месяца четыре ничего не помогала , первое время даже держать в руке ничего не могла , ходила постоянно с ластичным бинтом , решила сходить в поликлинику , рентген ничего не показал , назначили физиотерапию, непомню точно , но сеансов восемь по-моему я делала , помогло рука прошла .",0
вот это талантливый спартсменкса,0
отправила 100р.пусть выздоравливает малыш,0
да сколько же вас блядей,1
ой а где это такое?,0
"дрочим, господа, не стисняемся!",1
у всех.кто родился прошлом 90и болше лет назад,0
я бы его грохнула сразу же :d :d,1
совсем совесть пропил! мерзота! как он дальше жить собирается?! или отмажут?!,1
"Пример того, что битард может быть успешным.
",0
"и так всё горит,шумихинский район почти везде,как жалко природу",0
чурки ебаные,1
мрази конченные,1
обожаю детективы!,0
"ну и ебанутая ты, автор!",1
"всякий верующий человек знает, что ему нужно знать!",0
как бо прожить с мужем лет и брак сохранить просто быть слепой иногда нужно глухой порой слегка иногда а придурковатой,0
цена платья номер 7? а размеры соответствуют?,0
мой город лучший,0
извилина у тебя одна. и та ниже спины. а какие то факты приводить таким убогим как ты смысла нет. пишу тебе на твоем уровне. что б понятно было. иначе совсем затупишь.,1
"таких пидарасов и надо так учить, подвозомнили себя крутыми пидарасы ебучие, гореть им из века в век в аду",1
убить упрямую тварь,1
"да пидарасы все мусара,падлы и твари,а отмазки типа я выполняю приказ,не конает,нехуй было идти в мусара,лопату в руки и работать.",1
"а если не пидофилу отрежут, окажется что это не он такая типа ситуация а яйиц нету",1
"конкурс проводится в инстаграм, в группе komvetno, перейдя по ссылке, можно отдать понравившимся участникам свой голос, поставив лайк)",0
я бы тебя потраал ты класс,1
да я тоже так считаю. какой то ип. или мини заводик на дому. а написать все можно. только вряд-ли кто-то верит,0
"однохуйствено ты,лопка парак",1
"к стенке тебя, хохол!!!!!",1
"Так это же католики. Католики в Бульбастане это как правило в большинстве отбитые змагары и адепты утопической польши и они против любого действия властей, даже если гражданам будут выдавать каждый месяц по 10к баксов то они будут против
",1
зае ал уже,1
это не мать а тварь конченная,1
"всем привет, есть у кого нибудь номер мин труда",0
"я вопрос задал,а не за критикой обратился. с родней так разговаривай...умник..",0
ходила каждое утро,0
"с днём рождения вас бабуля!!! крепкого здоровья вам и низкий поклон... ....в наше время,редко кто доживает такого возраста... берегите и цените своих стариков!!!",0
"это плющелистная пеларгония, а сорт не знаю ( утерен)",0
а теперь пусть злые бабские язаки скажут - уууу маменькин сыночек. а вы когда сами рожаете сыновей и растите их они не маменькины сынки?,0
может быть калемина?,0
"а как же корона вирус? значит количество наблюдателей на участках уменьшили, а канцерт проводить, похер, ну и пидорасы",1
дак и нечего с своим свиным рылом лезть ко всем .....,1
"Какой-то хуёвый хомяк.
",1
"это я модель была..все мне ,а я инструктору нарастила",0
"бля, что ваще значит -за счёт других, другие это нарушители, и никто их не заставляет нарушать..это ж они сами хитровыебанные хотели наебать судьбу.",1
виктор тимошков - пиздобол,1
"да когда же наконец ,,,,,,,,,",0
вот вам пример. им много не надо. они вас на всю жизнь запомнят. спасибо!,0
молодец!!!!! 😘,0
"зазря вы так, он вкусный. изобрели его в 20 годах, когда в америке был экономический кризис.",0
да ты половая тряпка ты не мужик что с бабами воюешь у тебя на мужиков нет сил так что сам береги здоровье а то инфаркт как стукнет и не успеют помочь тебе давай проваливай,1
"Боты на тег Крым прибегают? Или это предвесеннее обострение? ,
",1
"говорят, что кошки дуры. как же. поумнее некоторых людей будут. и храбрее даже. умничка, красавица.",0
"болела, как на хоккее....класс!!!",0
поровод выполнон зозв р ирина александровна перейти в диалог и сохранить и отправить чек повторять автоматически настроить расписание создать шаблон подробности операции оо з з,0
у меня есть такой фигня))),0
"На Аляске пост мэра занимал кот на протяжении 20 лет. Он что, с какими-то хохлами не сможет справиться?
",1
"бросил, гад. убить его мало.",1
"есть зеленый алмаз, деревяшка, кувшин",0
уже хочу попробывать,0
еще не женился а уже с рогами(,0
"я за то, что бы расстрелять тех кто его повысил (фашисты)",1
"Горькая правда лучше сладкой лжи.
",1
"Если честно, то стрём! Зачем нужно было портить такой красивый фасад из камня и делать такой некрасивый из деревянных листов...
",0
"дык он и так не слепой,видит же! не,надо поровну,а то вроде как обидно!",0
"я буду говорить что я жить без этих пособий не могу и детей кормить мне типо не чем, но блин если мне она положена почему меня должно волновать кто там на больничном значит автомат а там потом как выздоравит так и разберайтесь",0
хули тявкаешь,1
"вот уж ,ты ,дорогуша точно нахлебник, живешь за наш счет, хватает совести еще рот открывать. тунеядка!!!!!!!!!!!!",1
царствия ей небесного.,0
доброго пожелайте дня аруг аругу вирус добра передайте по кругу радостью всех заразите теплом лучом станьте для ближнего светлым,0
как-бы я уебал тебя в носик ...урод ты духовный ! (sc) 8oi 👎,1
оторвать ногу!,1
"убил он , убить его. тварь!!!",1
лечение алкоголизма пропустили. как?,0
сколько хотите???,0
"глядите ,чтобы чинуши налогом не обложили .",0
"лукашенко, это наша родина! не предавайте родину!!! не слушайте этих выскочких проплаченных! какой, блядь, президент из этой кухарки безграмотной!!! одумайтесь и оцените, что имеете... вы хотите зеленского, шута гребанного, тупого?",1
"подскажите,а у вас товар весь под заказ или что-то ещё в наличии???",0
"только так, этим пидарасам и нужно показывать!!!",1
за то счастливый.,0
"фоменко любовь николаевна. замечательная учительница и хорошая, добрая женщина!!!",0
"нет мы решили в магазине будем брать,извените.",0
александр севостьянов.,0
"таких надо не лечить ,не садить а вешать чтобы другим было неповадно .",1
советчик хренов .,1
предлагаю крыло свое обънять ее она шепчет не надо,0
"текст песнимолитва(слова и музыка мулявина)-ошибочно указана песнямолитва за беларусь- как никогда актуальны... я буду маліцца...каб чорныя долі з мяцеліцаў шумамі ўжо больш не шалелі над роднай зямлёй... вокал хороший, но мулявин-исполнитель остаётся непревзойдённым.",0
нужна смертная казнь !срочно !!!,1
"взяли бы обьединились на митинги да отпиздили бы этих полицаев,другои раз бы они знали как своих же людеи избивать.позорники",1
под самый корешок!,0
"тихановская это путинская блядь,куда сука лезет в нормальную республику беларусь.это все единоросы хотели замутить в минске но их номер не прокатилась.батька единственный справедливый мужик из ссср,так держать! не хуй проституткам делать во власти и разным путинским пидарам их номер не пройдёт.",1
долбить их надо,1
"бегу, только увидела",0
интервью у моряка дальнего плавания.вот вы по несколько месяцев в рейсе.еда есть.вода есть и пр и пр.а как вы обходитесь без женщин?ничего не поделаешь.приходиться брать себяв руки:-(,0
очень красивый кардиган!! схемку можно?,0
ещё раз нет,0
"ни фига себе сюрприз,я значит сплю,а он сваливается как привидение,натрахался и ускакал.а я с просоня лежу и думаю- а что это было? толь во сне толь наяву. сокол залетный блин:d",1
"ещё бы мешок картошки оттуда вытащил, есть же долбаебы.",1
успеем выростить ещё один урожай.,0
какими крышками ?,0
лапуль привет можно ник написать белая,0
чьей?неужели губера?????,0
слыш хуйло умный слишком потому сука и живёшь у фашистов и живи там а суда не лезь,1
ты нацис йибаней как можно паднять руку на женщин если кто небут тваю сестру или мать так избалбы как таких пидаразев земля носет,1
"у самого такой... наглый, рыжий, любимый",0
"жаль убийцу детей донбаса?вы о чём?он ещё в 14 и 15 говорил о том ,что нужно убивать жителей днр и лнр,помогал ато.только идиот мог думать,что он будет лучше параши.",1
"я дружу с подругой 50 лет. ничего не изменилось, кроме того, что постарели, внуками обзавелись, всегда общие интересы.",0
"и правда ,озверели...толи еще будет ......",0
я рад что киргизия делает новейшии вид торпеды ракета торпеда шквал было такое дело при погрузкн на карабль уранили ракета торпеду я тогда впервые увидель его тихасе тофе,0
стильно! молодец!,0
как в сказке.здорово.,0
"на кол урода, как таких земля носит",1
"Именно про это он вам и говорит. Куда они все подевались? Зажевало (
",1
чё ты губы шлёшь в помаде?фу блядь,1
"я очень рад. это ублюдочное белорусское быдло имеет то, что они заслуживают. я вспоминаю, 1991-год когда уезжал в израиль. в бресте белорусская ублюдочная тварь вымогала у меня взятку 400-рублей и получила иначе он обещал снять меня с поезда, а затем издевался над беременной женщиной, которая ему отказала. эта падаль открыл чемоданы, все вытряхнул и ходил по вещам своими грязными копытами. но боженька все видит и слышит и отдает блядям сполна, за наши слезы у унижения. жрите и удавитесь, выблядки поганые. это вам за мои 400--рублей и слезы беременной женщины. если мало денег и голодные, отсосите у своего =батьки=.",1
где же такие грибы растут,0
"конечно остывает. наливают-то его в стаканчики, а не в чашки с ручками на блюдечках. а насчет помоев...как заварите, то и получите.",0
шакалов таких стрелять,1
за пьяных стыдно и идиотов как ты стыдно а за них нет.,0
"чтоб вы твари... повыздыхали, пухнут от голода... зажрались суки",1
"на кол то судью, за такой приговор",1
"опять 25,когда же вы соц.сетях ругаться перестаните.еб вашу душу хватит-зе....ли.про коньяк-как продавец-прошу не употребляйте как водку",1
да этот пидор ряженный нарвется и получит по полной.гандон.,1
вот вы проститутки и пидаразы не боитесь когда придёт к вам афелия? когда вас будут закидывать камнями за ваши действия и высказывания? не народ быдло суки а весь вашь змеиный клубок!,1
❤️ здоровья малышу,0
"Вообще-то Маргинал русский национальный татарин.
",1
какой адрес!?,0
"придурок. алкаш московский, как и все там.тебя повесить надо на красной площади.",1
какой поклон!? вы начали уже сосать у пиндосов)),1
мне тоже нужны огурчики.,0
"рты народу закрыли и потеряли миллиарды , долбоёбы .",1
оо помню этот трэш😆,0
хуеглотка путинская чё выдумала в сибирь её пусть клюкву мерзлую долбит в месте с детками своими,1
👍👍👍... они называются воровками на доверии или душевными пидорасами..!!,1
"да хоть и даром ,но пианино!",0
"кого интересует боли пояснице и как от нех избавиться в короткие сроки, пишите, сделаю ролик, покажу и объясню доступным языком",0
пошли вы на хуй ты путин и коронавирус,1
присоединяюсь! здоровья!,0
красиво ебется !,1
"бозеее, что за лапочка 🥰😘😘😘😍😍😍",0
"вова вот пидрила, что делаешь, люди скоро будут жечь этото лес и не потушишь",1
ебнутая тётка что б у тебя панос .всю жизнь был и рвота:d,1
"вы сами себе написали ,это вы раненные в жопу русским миром, вы уроды, которые не сдохли еще в украине, вы не нужны россии и это радует, что они вас ублюдков тупых сук за людей не считают, пусть на вас тварей упадет небо божьего гнева,",1
спасибо вам дорогие подписчики вы самые лучшие со с,0
"везде пишу.хватит грабить нашу страну.мрази,жрите не 3горла,а в 33.может,подавитесь.хватит безмозглых обещаний.очнитесь,идиоты,которые у власти.",1
"уже после первого тура чемпионат потерял всякий смысл. запоребриковым пидарасам можно вручать золото, а серебро девкам. и я понимаю федуна, который не хочет участвовать в этом шапито. а без спартака всё сраное рпл пойдёт на хуй, мелкими шагами. аксиома.",1
"Отчего у человека грустное ебало? Он не болен, не калека - просто заебало. Заебало не по-детски, как порой бывало, А серьезно, блять, пиздецки, нахуй заебало! (с)
",1
"ну сказочник и в прям еб...ся, обнуленыш.",1
"жаль, что и профилакторий разваливается. когда-то ходила туда. лечение, обеды... хорошо было",0
у меня открылся,0
это конь заблудися_ дура!,1
"сука это ты, а путин уважаемый человек, если тебе не нравиться, то и не сквернословь, от вяканья таких как ты, нашему президенту ни жарко и не холодно.",1
"не дибилы, а дебилы; не очеровашка, а очаровашка. вы то сам кто?.....",1
"при чём здесь угодил, не угодил, вопрос в том, что народ должен выбрать себе руководителя, а не путин. зачем направлять людей неведомо откуда, что у нас своих кандидатур нет? меня лично наш новый губернатор устраивает, не устраивает то что мы не имеем своего слова, может скоро в сартир будем ходить с разрешения сверху.",0
ахуели в этой москве 😡,1
"музыкальный мобиль, 1500р.",0
друзья поделитесь пожалуйста кто нибуть энергией неуспеваю построить город быстро грабят,0
"вы так далеко зашли , что сравнили нашу молодежь с украинскими фашистскими молодчиками , где вы видели , что хабаровская молодежь скачет , что вы пишите какую то дизинформацию , вы на кого то работаете ? на этом зарабатываете деньги? зазомбированный дурак вас может послушать , а умный только осудит , , прислали фотографии каких то пидорастов не от хорошего ума",1
"что она сделала на фото? так нафотошопила, что у ребенка вышла вытянутая, непропорциональная фигура! выглядит очень странно и нелепо! она этого не замечает что ли?",0
не будит чистоты эксперемента,0
очень классно,0
продано!!,0
"леса нет, уже весь вырубили. пусть идут строят новые заводы и фабрики, которые уничтожили за эти годы.",0
"558, ольга фёдоровна н, пока не отправлять",0
"знаю я, мы специально так поехали дороги лучше, друзья на 7 часов раньше нас уехали в итоге дороги в хлам и пробки на м5",0
"конечно понравилось, а где купить?",0
"всем добрый день!!! за атаку на даниила - пошерстил немного аланскую империю-2, сбил у них 8 пантеонов. ждите ответные атаки, прячте своих бойцов. я пока не воюю - уезжаю в деревню. возможно через недельку появлюсь.",0
"тебе отдаю его, пользуйся манда.",1
летела над байкалом. красота неописуемая=прочь руки,0
какойдолбоебизм давно уже и р ф и беларусь и всеостатки ютосша какому дибилоиду неясно,1
ты выбрал хуйла-бог тебе судья.,1
опричники хуяпутские только и ждут от барина команду-фас,1
"девчонки, чё грызётесь ? клип фуфло и лобода тоже )) не послушать, не посмотреть не-че-го!",0
"единственный праздник военных каких то забулдыг, ни один род войск так не позорится. ну понятно никто кроме нас.",0
чтоб тебе так ломали твои ноги и потом лечили. и так сто раз! мерзавец!,1
моя первая учительница мохова мария васильевна!💋 #u9b079b0736s# :( 🌹 🌹 🌹 🌹,0
"для чего и зачем,жадность сгубила ,вот и все....",0
не тявкай гондон пидорской... пусть твоих близких также пиздят...,1
руки поотрубать😡😡😡 блин!!!,1
да на кол их садить надо!,1
древние укры руками черное море выкопали и насыпали крым.это у них в истории написано.вот только не понятно почему сейчас не могут себе новый крым насыпать,0
"на ризеншнауцера похожа, смесь",0
никто не скажет зачем это надо?,0
"ну и рожа у опарыша была.вот его друзья два человека. возомнил из себя топчика, тебя все терпеть не могут, презирают за твой поганый язык, за твоё выпячивание, выскочка,жополиз. презираем тебя.",1
"гости офигели от такого исполнения😂 , лучше бы она не пела.",0
"задрали вы уже партия херова,партии едросов голосов не хватает,вы решили им помочь. сто ху....в вам в рот и ржавый якорь в жопу!",1
ну шлюх простите.. у всех хватает.. только ни в обиду женщинам других националтностей будет сказано .. русские самые красивые... а по факту и мужчин таких очень много...,1
нет слов!супер!,0
бей гвардию. только с мирным народом расправлятся. гвардия долбаная,1
заебали пидорасы не нарушаеш все равно штрафы придут. несколько раз было дело и драка у меня с этими пидорасыми. может ты сам один из них,1
надоели недоумки выстроенные за халявой...👎,1
бедный ребенок!,0
"вот вам и конкуренция при рыночных отношениях,все только на словах а на деле единственный монополист все скупил и диктует цену -лва бб -биков и баков,граждане австрии.у них война с чиновниками,а тарифы все равно увеличат для населения.",0
"блядь,чё вы ровняете всю хрень с украиной.там долбаные националисты,а мы белорусы заебались за 26 лет слушать пиздешь кругом.че то я не наблюдаю повального нашествия иностранцев на пмж в беларуси.так что харэ умничать и не лезте со своими дебильными советами.сами разберемся чё для нас лучше",1
ты такая дебилка- просто пипец,1
если он ещё жив ...,0
"а что там разбираться,я так понимаю еблан известен,ну так туда же и его,око за око,а то развелось нечисти.",1
ах ты мразь! вон из одноклассников!,1
"что то ты не пишешь, что вам хохлам жкх на 100 % подняли!! :d :d",0
с бзбозвззз оqзб апиобззз,0
..так как звать и место рождения..?!,0
"пугачёв, возле элеватора. названия улицы незнаю.",0
"тупоголовщина, дебилы не доразвитые. ну и какая нормальная мать купит эту х...ю своему ребёнку.",1
заебали уже с этим стыдно попрошайки классов,1
скорблю и помню много лет тому назад она поддержала и помогла мне в трудной ситуации. светлая память!,0
хомяк сука за щеками наверно еду из парламентской столовки пиздиет и домой носит экономит,1
будь всегда таким ни слушай никаво! только вперёд!😎,0
дебилка без глаза останется,1
"полтора часа монотонного долбления, задолбает. главное техника, можно и за 10-15 минут получить удовольствие",0
что то значит поставил на место?,0
вставай раком узнаешь какой я дедок! а кто-же тебе сука такой псевдоним придумал! чмо хохлядское!,1
"хорошо танцуешь, умница!🌹(h)",0
а шлюха - значит сосешь,1
похожи!!! ;) 👍👍👍,0
задолбали эти китайцы.мочить их всех надо:d чтоб заразу не развозили по миру.все от них тащится.,1
доброе утречко ритуля☕️🌸☕️🌺☕️🌼,0
субсидию сбербанку перевели.,0
"какие деньги,ты сейчас о чем таком.",0
шею свернуть этой мрази,1
"ОСТОРОЖНО ПЕТУШАРИЙ! ОСТОРОЖНО ПЕТУШАРИЙ! ОСТОРОЖНО ПЕТУШАРИЙ!
",1
